Source,Name,"Main Phone","Main Email",Website,"Website Valid","Email extension",Linkedin,Instagram,"Facebook X (formerly Twitter)",Pinterest,TikTok,Youtube,Mission,"Veteran Owned Business Y/N","Is certified Veteran Owned Business Y/N","Is Veteran Service Organization Y/N","Is VA or GOV Organization Y/N","VA or GOV Type","VA or GOV Subtype","Service Area","Address Line one","Address Line Two",Latitude,Longitude,"Zip Code",Country,State,County,"Municipality - Place",Notes,Owner,"Owner Phone","Owner Email"
careeronestop.org,,231-723-2535,rapeljek@michigan.gov,https://www.nwmiworks.org/job-seeker/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"400 River Street",,,,49660,"United States",Michigan,,Manistee,"Monday - Friday 8:00 am - 5:00 pm",1025.html,,
careeronestop.org,,906-586-4255,mwjob@upmichiganworks.org,https://upmichiganworks.org/contact/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"300 Walnut Street",,,,49854,"United States",,,"Room 264","W/TH 9-12, 1-4; M/TU by appointment; F closed",1026.html,,
careeronestop.org,,906-228-3075,mwjob@upmichiganworks.org,https://upmichiganworks.org/contact/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1498 O`Dovero Dr",,,,49855,"United States",Michigan,,Marquette,"Monday - Friday 8:00 AM - 5:00 PM",1027.html,,
careeronestop.org,,906-482-7206,mwjob@upmichiganworks.org,https://upmichiganworks.org/contact/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"461 1st Street",,,,49858,"United States",Michigan,,Menominee,"M/TH 9-12, 1-4; TU 1-4; W by appointment; F closed",1028.html,,
careeronestop.org,,833-531-1945,smb@michiganworks.com,https://www.michiganworks.com,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1409 Washington",,,,48640,"United States",Michigan,,Midland,"Monday - Friday, 8:00am - 5:00pm",1029.html,,
careeronestop.org,,928-288-4644,agarrard@azdes.gov,https://www.navajocountyaz.gov/261/Northeastern-Arizona-Local-Workforce-Dev,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"319 E Third St",,,,86047,"United States",,,"335C (site code)","Monday- Friday   7:30am to 5:00pm",103.html,,
careeronestop.org,,989-826-6107,general@nemcworks.org,https://www.miworksne.org/jobseekers,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1329 S Mount Tom Road",,,,48647,"United States",Michigan,,Mio,"Wednesday 9am-4pm",1030.html,,
careeronestop.org,,734-240-7950,lindab@mcetd.us,https://www.semcamiworks.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1531 North Telegraph Road",,,,48162,"United States",,,"Suite D","M-F 8:00-5:00",1031.html,,
careeronestop.org,,833-531-1945,wonzellad@michiganworks.com,https://www.michiganworks.com/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"5889 East Broadway",,,,48858,"United States",Michigan,,"Mt. Pleasant","M-F 8am - 5pm",1032.html,,
careeronestop.org,,906-586-4255,mwjob@upmichiganworks.org,https://upmichiganworks.org/contact/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"413 Maple Street",,,,49862,"United States",,,"Suite 6","W/TH 9-12, 1-4; M/TU by appointment",1033.html,,
careeronestop.org,,231-724-6381,info@westmiworks.org,https://www.westmiworks.org/contact/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"316 Morris Avenue",,,,49440,"United States",,,"Suite 100","M-F 8-5",1034.html,,
careeronestop.org,,231-924-3230,info@michworkswc.org,https://mwwc.org,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"9075 S. Mason Dr.",,,,49337,"United States",Michigan,,Newaygo,"M-F 8:00-5:00",1035.html,,
careeronestop.org,,906-293-8551,mwjob@upmichiganworks.org,https://upmichiganworks.org/contact/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"501 West Harrie Street",,,,49868,"United States",Michigan,,Newberry,"W/TH 9-12, 1-4; M/TU by appointment",1036.html,,
careeronestop.org,,248-926-1820,mdiegel@goodwilldetroit.org,https://www.oakgov.com/business/business-development/workforce-development,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"Main Office: 31186 Beck Road",,,,48377,"United States",Michigan,,Novi,"8am - 5pm M - F",1037.html,,
careeronestop.org,,248-691-8437,sherry.kless@michiganworksoakpark.org,https://www.oakgov.com/business/business-development/workforce-development,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"22180 Parklawn",,,,48237,"United States",Michigan,,"Oak Park","M-F 8am - 5pm",1038.html,,
careeronestop.org,,989-733-8548,GENERAL@nemcworks.org,https://www.miworksne.org/jobseekers,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"20709 State Street",,,,49765,"United States",,,"PO Box 711","M, Tu, W, Fri 8:30am-4:30pm; Thur 9am-4:30pm",1039.html,,
careeronestop.org,,928-329-0990,markmartinez@azdes.gov,https://arizonaatwork.com/locations/yuma-county,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"3842 W 16th Street",,,,85364,"United States",Arizona,,Yuma,"Monday - Friday 8:00am -5:00pm",104.html,,
careeronestop.org,,906-813-0627,mwjob@upmichiganworks.org,https://upmichiganworks.org/contact/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"429 River Street",,,,49953,"United States",Michigan,,Ontonagon,"M/W 9-12, 1-4",1040.html,,
careeronestop.org,,"989-729-9599, Ext. 470",bbeebe@gstmiworks.org,https://gstmiworks.org/job-seekers/gst-locations/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1975 West Main Street",,,,48867,"United States",,,"2nd Floor","Monday - Friday  8:00am - 5:00pm",1041.html,,
careeronestop.org,,269-927-1799,lemieuxp@michigan.gov,https://www.miworks.org/jobseekers,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"32849 Red Arrow Highway",,,,49079,"United States",,,"Suite 100","Monday through Friday, 8:00am-5:00pm;",1042.html,,
careeronestop.org,,231-347-5150,MuoioP@michigan.gov,https://www.nwmiworks.org/job-seeker/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2240 Mitchell Park Dr.",,,,49770,"United States",,,"Suite B","Monday - Friday 8am-5pm",1043.html,,
careeronestop.org,,248-276-1777,ellingonj2@michigan.gov,https://www.oakgov.com/business/business-development/workforce-development,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1850 North Perry St.",,,,48340,"United States",Michigan,,Pontiac,"8:00-5:00 M, Tu, Thr, Fri and 8:00-7:00 Wed",1044.html,,
careeronestop.org,,810-966-3300,Erin.Obrien@MSC-MW.org,https://www.camw.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"100 McMorran Blvd.",,,,48060,"United States",,,"6th Floor","M-F 8-5",1045.html,,
careeronestop.org,,989-366-8660,reg7b@michworks4u.org,https://www.michworks4u.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1015 Short Street",,,,48651,"United States",,,"Suite 2","M-Thursday  8:00-5:00",1046.html,,
careeronestop.org,,231-679-8684,tdavis@mwwc.org,https://mwwc.org,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"240 East Church Avenue",,,,49677,"United States",Michigan,,"Reed City","M-F 8:00-5:00",1047.html,,
careeronestop.org,,616-228-6724,,https://www.westmiworks.org/contact/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"10075 Northland Dr. NE",,,,49341,"United States",Michigan,,Rockford,"Tues, Weds, Thurs. 8:am-12pm, 1pm-5pm",1048.html,,
careeronestop.org,,586-447-9200,georgievskij1@michigan.gov,https://www.camw.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"15950 Twelve Mile Road",,,,48066,"United States",Michigan,,Roseville,"Monday-Friday 8-5pm",1049.html,,
careeronestop.org,,"928-329-0990 Ext: 3002",yumaonestop@ypic.com,https://arizonaatwork.com/find-jobs,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"3826 W. 16th Street",,,,85364,"United States",Arizona,,Yuma,"Mon - Thurs 8:00 AM - 5:00 PM &amp; Fri 9:00 AM - 5:00 PM",105.html,,
careeronestop.org,,833-531-1945,glb@michiganworks.com,https://www.michiganworks.com/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"312 E Genesee",,,,48607,"United States",Michigan,,Saginaw,"M-F 8am - 5pm",1050.html,,
careeronestop.org,,810-648-5800,rrich@gstmiworks.org,https://gstmiworks.org/job-seekers/gst-locations/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"575 W Sanilac Road",,,,48471,"United States",,,"PO Box 147","Monday-Friday 8am-5pm",1051.html,,
careeronestop.org,,906-635-1752,mwjob@upmichiganworks.org,https://upmichiganworks.org/contact/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1118 East Easterday Avenue",,,,49783,"United States",Michigan,,"Sault Ste. Marie","Monday - Friday 8am-5pm",1052.html,,
careeronestop.org,,231-259-2000,info@mwwc.org,https://mwwc.org,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"195 North Michigan Avenue",,,,49455,"United States",Michigan,,Shelby,"Monday - Friday, 8:00 AM - 5:00 PM (closed for lunch 12:30-1:30)",1053.html,,
careeronestop.org,,248-796-4580,MendezM2@michigan.gov,https://www.oakgov.com/business/business-development/workforce-development,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"21415 Civic Center Dr.",,,,48076,"United States",,,"Suite 116","8am - 5pm Mon -Fri",1054.html,,
careeronestop.org,,734-362-3466,lisa.kurtzhals@dccwf.org,https://www.semcamiworks.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"15100 Northline Road",,,,48195,"United States",Michigan,,Southgate,"Monday - Friday 8:00am - 5:00pm",1055.html,,
careeronestop.org,,906-643-8158,mwjob@upmichiganworks.org,https://upmichiganworks.org/contact/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"10 North State Street",,,,49781,"United States",,,"Suite 102","W 9-12, 1-4; M/TU/TH by appointment",1056.html,,
careeronestop.org,,989-224-2000,bohanond2@michigan.gov,https://www.camw.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1501 Glastonbury Dr.",,,,48879,"United States",Michigan,,"St. Johns","Monday - Friday 8am - 5pm",1057.html,,
careeronestop.org,,989-846-2111,hammels@michigan.gov,https://www.michworks4u.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"4480 West M-61",,,,48658,"United States",Michigan,,Standish,"8-4 M-Th, closed between the hours of 12-1",1058.html,,
careeronestop.org,,269-273-2717,deyoung@upjohn..org,https://www.michiganworkssouthwest.org/job-seekers,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"16587 Enterprise Drive",,,,49093,"United States",Michigan,,"Three Rivers","Mon, Tues, Thur 9am-5pm*; Closed Wed &amp; Fri *Except state holidays",1059.html,,
careeronestop.org,,928-783-9347,Lblackthunder@ypic.com,https://www.ypic.com/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"300 South 13th Avenue",,,,85364,"United States",Arizona,,Yuma,"Mon - Thurs 8:00AM - 5:00PM   &amp;   Fri 8:00AM - 5:00PM",106.html,,
careeronestop.org,,"231-922-3700/ 1-800-442-1074",MuoioP@@michigan.gov,https://www.nwmiworks.org/job-seeker/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1209 South Garfield Avenue",,,,49686,"United States",,,"Suite C","8:00-5:00 M-F",1060.html,,
careeronestop.org,,248-823-5101,lspicer@troy.k12.mi.us,https://www.troymichiganworks.com/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"550 Stephenson Highway",,,,48083,"United States",,,"Suite 400","8-5  M-F",1061.html,,
careeronestop.org,,586-574-2170,georgievski1@michigan.gov,https://www.camw.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"30500 Van Dyke Avenue",,,,48093-7220,"United States",Michigan,,Warren,"Monday thru Friday 8:00am - 5:00pm",1062.html,,
careeronestop.org,,248-617-3600,jbarczyk@waterfordmiworks.org,,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"7500 Highland Road",,,,48327,"United States",Michigan,,Waterford,"Monday - Friday 8:00 am to 5:00 pm",1063.html,,
careeronestop.org,,734-858-4284,pduford@etdinc.com,https://www.semcamiworks.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"35731 West Michigan Avenue",,,,48184,"United States",Michigan,,Wayne,"Monday - Friday 8am to 5pm",1064.html,,
careeronestop.org,,989-345-1090,reg7b@michworks4u.org,https://www.michworks4u.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2389 South M-76",,,,48661,"United States",Michigan,,"West Branch","M-F 8am - 5pm, closed 12pm-1pm for lunch",1065.html,,
careeronestop.org,,218-735-6122,careerforce.aitkin@state.mn.us,https://www.careerforcemn.com/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"20 Third Street NE",,,,56431,"United States",Minnesota,,Aitkin,,1066.html,,
careeronestop.org,,507-821-1010,"careerforce.albertlea@state.mn.us or dzamora@wdimn.org",https://www.careerforcemn.com/albertlea,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2200 Riverland Drive",,,,56007-3145,"United States",Minnesota,,"Albert Lea","8:00 a.m. - 4:30 p.m.; Monday - Friday",1067.html,,
careeronestop.org,,320-391-9262,careerforce.alexandria@state.mn.us,https://www.careerforcemn.com/alexandria,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"303 22nd Avenue W",,,,56308,"United States",,,"Suite 107","Monday - Friday, 8:00am - 4:30pm",1068.html,,
careeronestop.org,,507-460-5020,careerforce.austin@state.mn.us,https://www.careerforcemn.com/austin,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1600 8th Avenue NW",,,,55912-1400,"United States",Minnesota,,Austin,"M-F 8:00am - 4:30pm",1069.html,,
careeronestop.org,,870-734-3374,vivian.brittenum@capdd.org,https://www.workforcear.com/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"405 West 4th Street",,,,72021,"United States",,,"P.O. Box 805","8:00am - 4:30pm, Monday - Friday",107.html,,
careeronestop.org,,218-444-0732,careerforce.bemidji@state.mn.us,https://www.careerforcemn.com/bemidji,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2300 24th Street NW",,,,56601,"United States",,,"Suite 106","8:00 a.m. - 4:30 p.m., Monday - Friday",1070.html,,
careeronestop.org,,763-324-2300,careerforce.blaine@state.mn.us,https://www.careerforcemn.com/blaine,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1201 89th Avenue NE",,,,55434,"United States",,,"Suite 235","Mon through Fri 8am to 4:30pm; Career/Computer Lab Hours: Mon through Fri 8 am to 4pm",1071.html,,
careeronestop.org,,952-703-7730,careerforce.bloomington@state.mn.us,https://www.careerforcemn.com/bloomington,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"4220 West Old Shakopee Road",,,,55437,"United States",,,"Suite #200","Monday - Friday, 8:00am - 4:30pm",1072.html,,
careeronestop.org,,218-892-3340,BrianG@rmcep.com,https://www.careerforcemn.com/brainerd,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"204 Laurel Street",,,,56401,"United States",,,"Suite 21","Monday - Friday 8:00am - 4:30pm",1073.html,,
careeronestop.org,,763-279-4400,careerforce.brooklynpark@state.mn.us,https://www.careerforcemn.com/brooklynpark,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"site is temporarily closed while we relocate",,,,55428,"United States",Minnesota,,"Brooklyn Park","M-F 8:00am - 4:30pm",1074.html,,
careeronestop.org,,952-703-3100,careerforce.burnsville@state.mn.us,https://www.careerforcemn.com/burnsville,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2800 County Road 42 W",,,,55337,"United States",Minnesota,,Burnsville,"Tuesday - Thursday 8:00am-12:00 &amp; 1:00- 4:30pm (Career Lab equipment shuts down at 4pm) Monday and Friday by appt or virtually only",1075.html,,
careeronestop.org,,507-724-5231,hello@wdimn.org,https://workforcedevelopmentinc.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"110 East Grove Street",,,,55921,"United States",,,"P&gt;O&gt; Box 410","Monday -Friday  8:00a.m. -4:30p.m.",1076.html,,
careeronestop.org,,763-645-1313,careerforce.cambridge@state.mn.us,https://www.careerforcemn.com/cambridge,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"140 Birch Street North",,,,55008,"United States",,,"West Side Commons Suite 105","8:00 am - 12:00 pm, 12:30 pm - 4:00 pm, Monday - Friday",1077.html,,
careeronestop.org,,952-361-1711,careerforce.chaska@state.mn.us,https://www.careerforcemn.com/chaska,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"602 East 4th Street",,,,55318,"United States",Minnesota,,Chaska,"8:00 a.m. - 4:30 p.m., Monday - Friday",1078.html,,
careeronestop.org,,218-878-5000,careerforce.cloquet@state.mn.us,https://www.careerforcemn.com/cloquet,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"14 North 11th Street",,,,55720,"United States",,,"Suite 140","8:00am - 4:30pm",1079.html,,
careeronestop.org,,870-836-5024,,https://www.sautech.edu/adult-education/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"237 Jackson St. SW",,,,71701,"United States",,,"P.O. Box 717","Monday &amp; Wednesday - 8:00 a.m.- 5:30 p.m., Tuesday &amp; Thursday - 8:00 a.m. - 8:00 p.m., Friday - 8:00 - Noon",108.html,,
careeronestop.org,,651-430-4162,careerforce.cottagegrove@state.mn.us,https://www.careerforcemn.com/cottagegrove,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"13000 Ravine Parkway South",,,,55016-6102,"United States",Minnesota,,"Cottage Grove","M-F 8am - 4:30 pm (By appointments)",1080.html,,
careeronestop.org,,218-277-7330,careerforce.crookston@state.mn.us,https://www.careerforcemn.com/crookston,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2015 Sahlstrom Dr",,,,56716,"United States",,,"Suite 5","Monday - Friday, 8:00 a.m. to 4:30 p.m. BY APPOINTMENT ONLY",1081.html,,
careeronestop.org,,218-846-7377,careerforce.detroitlakes@state.mn.us,https://www.rmcep.com,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"803 Roosevelt Avenue",,,,56502,"United States",Minnesota,,"Detroit Lakes","M- F 8:00am - 4:30pm",1082.html,,
careeronestop.org,,218-302-8400,careerforce.duluth@state.mn.us,https://www.careerforcemn.com/duluth,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"402 West 1st Street",,,,55802,"United States",Minnesota,,Duluth,"8:00am - 4:30pm M-F",1083.html,,
careeronestop.org,,507-618-5610,careerforce.fairmont@state.mn.us,https://www.careerforcemn.com/fairmont,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"400 South State Street",,,,56031-0767,"United States",,,"Ste 180","M-F 8:00am- 4:30pm",1084.html,,
