Source,Name,Main Phone,Main Email,Website,Website Valid,Email extension,Linkedin,Instagram,Facebook,X (formerly Twitter),Pinterest,TikTok,Youtube,Mission,Veteran Owned Business Y/N,Is certified Veteran Owned Business Y/N,Is Veteran Service Organization Y/N,Is VA or GOV Organization Y/N,VA or GOV Type,VA or GOV Subtype,Service Area,Address Line one,Address Line Two,Latitude,Longitude,Zip Code,Country,State,County,Municipality - Place,Notes,Owner,Owner Phone,Owner Email
https://www.britishveteranowned.co.uk/business-profile?recordId=recWJKSXMyacZFxRc,Bells and Two tones Fire and Rescue Ltd,+441753785658,ewan@bellsandtwotones.co.uk,www.bellsandtwotones.co.uk,,,https://www.linkedin.com/company/68489240/admin/feed/posts/,https://www.instagram.com/bells_and_two_tones/,https://www.facebook.com/BTTFRS,https://www.facebook.com/BTTFRS,,,,,,,,,,,,"Room 116 N Block, Pinewood Studio, Pinewood Road",,51.54747,-0.53471,SL0 0NH,UK,,Bucks,Iver,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recQFhyqiqSmD722P,Blunsdon Blinds Ltd,+447727061185,blunsdonblinds@hotmail.com,www.blunsdonblinds.co.uk,,,,,https://www.facebook.com/blunsdonblinds,,,,,,,,,,,,,"118, Emerald Crescent",,51.60947,-1.79577,SN25 2SN,UK,,Wiltshire,Swindon,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recaRhFWwPOnUJhuO,Brighteas Ltd T/A Rosie & Java,,service@brighteas.com,www.rosieandjava.com,,,,,,,,,,,,,,,,,,,,,,TW91LZ,UK,,Surrey,Richmond,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recfFSsqA4zJkD7wa,Britannia Protection & Security Management Inc,+5926866607,james@britanniaprotection.com,https://www.britanniaprotection.com,,,,,,,,,,,,,,,,,,"205 Daisy Street, Greenacres",,,,,UK,,"Guyana, South America","Providence, East Bank Demerara",,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recBNfZCXTgtZ6qk2,Burston & Son Chimney Services,+447973662621,jimburston71@gmail.com,www.burstonandsonchimneyservices.co.uk,,,,,,,,,,,,,,,,,,14 Lime Grove,,50.63927,-3.39666,EX85NN,UK,,Devon,Exmouth,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recgvF05tZ52FwDpr,C & D Flooring Services Limited,01566778788,,www.canddflooring.uk,,,https://www.linkedin.com/in/neill-toms-4563b196/,,https://www.facebook.com/cndflooring/,https://twitter.com/share?url=https%3A%2F%2Fcanddflooring.uk%2F&text=Home,https://pinterest.com/pin/create/button/,,,,,,,,,,,4 Merchants Quay,,50.6286,-4.37791,PL15 7QA,UK,,Cornwall,Launceston,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recC9Jfa98DuFTHOF,CAD Wing Ltd,+447790001974,info@cadwing.co.uk,https://www.britishveteranowned.co.uk/business-profile?recordId=recC9Jfa98DuFTHOF,,,http://linkedin.com/in/lee-matthews-09672220b,https://instagram.com/cadwingltd,,,,,,,,,,,,,,62 fore street,,50.38312,-4.05007,Pl7 1nb,UK,,Devon,Plymouth,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recx9pl55k1SiQnnH,Chiselbury,+447703537721,sl@chiselbury.co.uk,https://www.chiselbury.co.uk/,,,https://www.linkedin.com/company/chiselbury-publishing,https://www.instagram.com/chiselbury,https://www.facebook.com/chiselbury,https://twitter.com/chiselbury,,,,,,,,,,,,14 Devonia Road,,51.53465,-0.10039,N1 8JH,UK,,London,London,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recDAnq9eiEmQE4Vx,CivvyJobs.com,+441914274512,info@civvyjobs.com,www.civvyjobs.com,,,https://www.linkedin.com/company/98695286,https://www.instagram.com/civvyjobs/,https://www.facebook.com/CivvyJobsBoard,https://twitter.com/CivvyJobs,,,,,,,,,,,,South Shields Business Works,,54.99469,-1.43469,NE33 1RF,UK,,Tyne and Wear,South Shields,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recWzsoBxTPRjCnbu,Clecs Media,+447779225109,info@clecsmedia.com,https://www.clecsmedia.com,,,https://www.linkedin.com/company/clecs-media/,https://www.instagram.com/clecsmedia/,https://www.facebook.com/clecsmedia/,https://twitter.com/ClecsMedia,https://www.pinterest.co.uk/clecsmedia/,,,,,,,,,,,"77 Conwy Road,",,53.29862,-3.73748,LL297LN,UK,,Conwy,Colwyn Bay,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=reclQsTBmX7Fzrj5y,Commando Force Airsoft,+447557046614,commandoforceairsoft@outlook.com,https://www.commandoforceairsoft.com,,,https://www.linkedin.com/company/commando-force-airsoft/,https://www.instagram.com/commandoforceairsoft,https://m.facebook.com/CForceAirsoft,,,,,,,,,,,,,"15 Shallowford Close,",,50.3983,-4.10743,PL6 5TN,UK,,Devon,Plymouth,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recFfFwvK7DfkYw8z,Commercial Optimisation Ltd,+447734083842,andrew.stevens@commercialoptimisation.co.uk,www.commercialoptimisation.co.uk,,,https://www.linkedin.com/in/andrew-j-stevens/,https://www.instagram.com/eos_implementer_uk/,https://www.facebook.com/EOSImplementer,https://twitter.com/andystevens,,,,,,,,,,,,"6a Lyons Road, 6a Lyons Farm Estate",,51.06506,-0.38049,RH13 0QP,UK,,West Sussex,Horsham,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recQYuIVZf7syrUsH,Compact Camper Company,+447880860468,info@compactcampercompany.co.uk,www.compactcampercompany.co.uk,,,,https://www.instgram.com/sheilatheagila,https://facebook.com/sheilatheagila,,,,https://www.youtube.com/@compactcamperco,,,,,,,,,"Cotswold Camping, Spelsbury Road",,51.88206,-1.48773,OX7 3LR,UK,,Oxfordshire,Charlbury,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recba9dDPxI323gbi,Concept XR Ltd,+447880552897,kevin.blair@conceptxr.co.uk,www.conceptxr.co.uk,,,https://www.linkedin.com/company/conceptxr,https://www.instagram.com/conceptxrltd,https://facebook.com/conceptxr,,,,,,,,,,,,,"Steamhouse, Belmont Row, Birmingham, B4 7RQ",,52.48398,-1.88192,B4 7RQ,UK,,West Midlands,Birmingham,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=reclDU3RVmscRFt6T,Contracting Solutions International DWC LLC,07865582764,,www.linkedin.com/company/contracting-solutions-international-dwc,,,https://www.linkedin.com/company/contracting-solutions-international-dwc/posts/?feedView=all&viewAsMember=true,,,,,,,,,,,,,,,"Dubai World Central, Aviation City HQ",,,,,UK,,United Arab Emirates,Dubai,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recrW5MOJZFw5YKUs,Cyber Guardian,+353874584349,info@cyberguardian.ie,www.surfsaferonline.com,,,https://www.linkedin.com/in/cyber-guardian-7a186b223,,,https://twitter.com/surfsaferonline,,,,,,,,,,,,Loughkeen,,,,Ireland,UK,,Tipperary,"Carrig, Birr",,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recvamI8maoiz2vIJ,Dedicated Freight Limited,+441618211517,sales@choosededicated.co.uk,www.choosededicated.co.uk,,,,https://www.instagram.com/dedicatedfreightuk/,,,,,,,,,,,,,,3 Tarragon Drive,,53.56701,-2.20596,M24 5AY,UK,,Manchester,Middleton,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=rec5BJaUYYq30gL0I,Discount Displays Limited,+442086645660,sales@discountdisplays.co.uk,www.discountdisplays.co.uk,,,https://www.linkedin.com/company/discount-displays/,https://www.instagram.com/discountdisplays/,https://www.facebook.com/discountdisplays.co.uk,https://twitter.com/displayexperts,https://www.pinterest.co.uk/discountdisplay/,,https://www.youtube.com/user/discountdisplays,,,,,,,,,31-35 Wortey Road,,51.38679,-0.11779,CR0 3EB,UK,,Surrey,Croydon,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recM3jzdp1lIwrh1P,DTD Consult Ltd,+442039955677,dalecrawford@dtdconsult.com,https://www.dtdconsult.com,,,https://www.linkedin.com/in/dale-crawford-minstre-4334aa1/,,https://www.facebook.com/dtdconsult/,,,,,,,,,,,,,71-75 Shelton Street,,51.51488,-0.12342,WC2H 9JQ,UK,,London,London,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=rectWQyF8FTAGxFnM,Duo Digital,+441642548408,mike@duodigital.co.uk,https://www.duodigital.co.uk,,,https://www.linkedin.com/company/duo-digital-uk/,https://www.instagram.com/duodigitaluk/,https://www.facebook.com/duodigitaluk,https://twitter.com/duodigitaluk,,,https://www.youtube.com/channel/UCo9sxWO2z1aKg0h5NQgMriw,,,,,,,,,69-71 High Street,,54.46935,-1.19449,TS9 5BQ,UK,,North Yorkshire,Stokesley,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recqZlczAPSi8hN0V,Dusty Sweeps,+447830317200,info@dustysweeps.co.uk,www.dustysweeps.co.uk,,,,https://www.instagram.com/dustysweeps,https://www.facebook.com/dustysweeps,https://www.twitter.com/dustysweep,,,https://www.youtube.com/watch?feature=player_embedded&v=25qEsA6EPr4,,,,,,,,,3 Bridge End Road,,51.57347,-1.7565,SN3 4PD,UK,,Wiltshire,Swindon,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recyMorvm6w6BECLE,Eager Beever Photography & Art,,ebpchrisbeever@yahoo.com,www.eagerbeeverphoto.co.uk,,,,https://www.instagram.com/eagerbeeverphoto/,https://www.facebook.com/eagerbeeverphoto.co.uk,https://twitter.com/ChrisBeever,,https://www.tiktok.com/@eagerbeeverphoto,,,,,,,,,,,,,,wn25yp,UK,,Greater Manchester,wigan,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=rec2bpiGF3NSKqow4,EaglePeak Consulting,+447725558225,neilodoherty@eaglepeakconsulting.co.uk,www.eaglepeakconsulting.co.uk,,,https://www.linkedin.com/company/eaglepeak-consulting-ltd-/about/,,,https://twitter.com/EaglepeakL,,,,,,,,,,,,35 Badger's Way,,51.35084,-2.92308,BS24 7ED,UK,,North Somerset,Weston-super-Mare,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=reczUBKClHv8UcmZb,Empiris Recruitment,+443301336340,contact@empiris.co.uk,www.empiris.co.uk,,,https://www.linkedin.com/company/empiris/,https://www.instagram.com/empiris_recruitment?igsh=MW9lOTVqOGRwMG04bA==,,,,,,,,,,,,,,71-75 Shelton Street,,51.51488,-0.12342,WC2H 9JQ,UK,,Greater London,London,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=rectob5B8UQ79JFDC,Espanaro Ltd,+442030111359,info@espanaro.com,www.espanaro.com,,,https://www.linkedin.com/company/espanaro/,,,https://twitter.com/espanaro,,,,,,,,,,,,7 Bell Yard,,51.51445,-0.1118,WC2A 2JR,UK,,London,London,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=rec1QePomYoTMsaC4,Essex Safety Ltd,+447882939742,info@essexsafety.co.uk,www.essexsafety.co.uk,,,,,,,,,,,,,,,,,,7 Dudley Road Fingrinhoe,,51.83675,0.932963,CO57DS,UK,,ESSEX,Colchester,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recgl9FKSRYeWdRAc,Evexia (Kos),+306995762256,,www.evexia-kos.com,,,https://www.linkedin.com/company/evexia-kos/,Instagram.com/evexia.kos,Facebook.com/evexia.kos,,,,https://www.youtube.com/channel/UCignYHED2Y7FNQB7XTgcN3g,,,,,,,,,,,,,,UK,,,,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recpPmuLwNgI1oaIa,Ex Military Mentor,+441242909248,antony@exmilitarymentor.com,www.exmilitarymentor.com,,,https://www.linkedin.com/in/antonydraper/,https://www.instagram.com/exmilitarymentor/,https://www.facebook.com/ex.military.mentor,https://twitter.com/xmilitarymentor,,,,,,,,,,,,Barnwood Road,,51.86645,-2.2191,GL2 0SD,UK,,Gloucestershire,Gloucester,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recJDKKZpjKSm4M8Z,Field Finance,,,www.fieldfinance.uk,,,,,,,,,,,,,,,,,,,,,,,UK,,,,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recXdWKMtKKjmGsLM,Forces Car Hire,,info@forcescarhire.com,www.forcescarhire.com,,,,https://www.instagram.com/forcescarhire8/,https://www.facebook.com/forcescarhire,https://twitter.com/forcescarhire,,,,,,,,,,,,Worldwide,,,,,UK,,,,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recVrsLzYmHm6oxyk,Forest Girls Soccer School,+447938654119,forestgirlsfc@gmail.com,https://www.britishveteranowned.co.uk/business-profile?recordId=recVrsLzYmHm6oxyk,,,,,,,,,,,,,,,,,,14 diamond close,,50.9246,-1.7956,Sp61nr,UK,,Hampshire,Fordingbridge,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recMHtAJrvh16Crzm,Glenn Heating & Plumbing Services,,ghp_services@outlook.com,https://www.britishveteranowned.co.uk/business-profile?recordId=recMHtAJrvh16Crzm,,,,,,,,,,,,,,,,,,,,,,,UK,,Surrey,Woking,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recK2dRaRLARK8T2R,Got Your Six UK CIC,,Gotyoursixuk@outlook.com,www.gotyoursix.uk,,,,https://www.instagram.com/gotyoursixuk,https://www.facebook.com/gotyoursixuk,,,,,,,,,,,,,114 Portland Road,,50.59173,-2.47437,DT4 9AD,UK,,Dorset,Weymouth,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recyMbiJY9hABLNUb,Greytop plumbing,+447581701407,greytopplumbing@gmail.com,https://www.britishveteranowned.co.uk/business-profile?recordId=recyMbiJY9hABLNUb,,,,https://www.instagram.com/greytop.plumbing/,https://www.facebook.com/people/Greytop-plumbing/61552064127022/,,,,,,,,,,,,,"266 Grandstand road, Hereford, HR4 9LS",,52.07243,-2.74094,HR4 9LS,UK,,Herefordshire,Hereford,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recUc9gxTk3NVNQUZ,GY Finance Ltd,,,https://www.britishveteranowned.co.uk/business-profile?recordId=recUc9gxTk3NVNQUZ,,,https://www.linkedin.com/company/gy-finance-ltd/,,https://www.facebook.com/GYFinance,,,,,,,,,,,,,,,,,,UK,,,,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recDSTD8iTleQF0iK,H&SCTS,+447789254954,admin@hscts.co.uk,www.hscts.co.uk,,,,,,,,,,,,,,,,,,25 Jubilee Avenue,,52.17853,0.993898,IP142DZ,UK,,Suffolk,Stowmarket,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recACgWIYNH5RRPpv,Hambleton Pet Services,+447854338832,contact@hambletonpetservices.co.uk,www.hambletonpetservices.co.uk,,,,https://www.instagram.com/hambletonpet/,https://www.facebook.com/hambletonpetservices/,https://twitter.com/hambletonpet,,,,,,,,,,,,16 Robb Close,,54.22879,-1.35486,YO7 1GG,UK,,North Yorkshire,Thirsk,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recWAvJMHxsmdwYCt,Hannent Chartered Surveyors,01304 240000,,www.hannent.com,,,https://www.linkedin.com/company/hannent-chartered-surveyors,https://www.instagram.com/hannentcharteredsurveyors/?hl=en,www.facebook.com/HannentCS,www.twitter.com/HannentCS,,,,,,,,,,,,"1 The Links, Deal Rd, Worth ",,51.258,1.337073,CT14 0BG,UK,,Kent,Deal,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=rectZGJi1zKscIBod,Hannent Construction Limited,+441304240000,paul@hannent.com,https://www.hannent.com,,,https://www.linkedin.com/company/hannent-chartered-surveyors,http://instagram.com/hannentcharteredsurveyors,https://www.facebook.com/profile.php?id=61556784372007,http://twitter.com/hannentcs,,,,,,,,,,,,"1 The Links, Deal Rd",,51.258,1.337073,CT14 0BG,UK,,Kent,"Worth, Deal",,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recVOsZavmuTPVXe5,Hart & Kohl,+441493800585,info@hartandkohl.com,www.hartandkohl.com,,,,https://www.instagram.com/hart_and_kohl,https://www.facebook.com/hartandkohl,,,,,,,,,,,,,The Street,,52.60458,1.572979,NR13 3AJ,UK,,Norfolk,Halvergate,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recuVg37mi9PIGpEF,"hello,",+447368829431,hello.networking1@gmail.com,www.hellonetworking.co.uk,,,https://www.linkedin.com/company/66639708,https://www.instagram.com/hello_networking/,https://www.facebook.com/profile.php?id=61556284823213,https://www.twitter.com/wix,,https://www.instagram.com/hello_networking/,https://www.youtube.com/user/Wix,,,,,,,,,,,,,,UK,,,,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recN79zjepl5t0f6N,Hermes Digital,+447422711349,sj@hermesdigital.co.uk,www.hermesdigital.co.uk,,,,,https://www.facebook.com/,,,,,,,,,,,,,16 Westbrook Drive,,51.08213,1.163504,CT20 2EQ,UK,,Kent,Folkestone,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recvPwyhJogw6EccQ,Hind Tennis Court Cleaning,+447747744756,hindtenniscourtcleaning@gmail.com,www.hindtenniscourtcleaning.co.uk,,,,,,,,,,,,,,,,,,"45 Clayfurlong Grove,",,51.67655,-2.01864,GL7 6AS,UK,,Gloucestershire,Kemble,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=rec4yzcH7yQreNZtm,Hirst Locksmiths,07399574282,,www.hirstlocksmiths.co.uk,,,https://www.linkedin.com/in/danny-hirst-426a8346,https://instagram.com/hirst_locksmiths?igshid=YmMyMTA2M2Y=,https://www.facebook.com/hirstlocksmiths,https://twitter.com/DannyHirst3,,,https://www.youtube.com/@dannyhirst7386,,,,,,,,,29 Summerfield ,,55.6398,-2.67129,TD46ET ,UK,,Berwickshire ,Earlston ,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=rec8SU404VBqpZPKY,Horus Global,+442037286576,roger.marshall@horus-global.com,www.horus-global.com,,,https://www.linkedin.com/company/horus-global/mycompany/,https://www.linkedin.com/company/horus-global/mycompany/,,,,,,,,,,,,,,"60 St Aldates, Oxford OX1 1ST",,51.74754,-1.25676,OX1 1ST,UK,,Oxfordshire,Oxford,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=rec7b6U7PEGsqp4Ip,Hsurfacing Ltd,+447366568218,Office@hsurfacing.co.uk,www.hsurfacing.co.uk/,,,,,https://www.facebook.com/HSurfacing/,,,,,,,,,,,,,"Cherry Blossom House, marconi crescent",,51.32775,0.804138,me99ss,UK,,Kent,Teynham,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recTPiBEkKohq7beK,HX Motors ltd,,twiggy@hxmotors.com,www.hxmotors.co.uk,,,,https://www.instagram.com/hx_motors/,https://www.hxmotors.co.uk/wp-content/uploads/2020/09/download-2-e1600356252541.png,,,,,,,,,,,,,,,,,ME17 3EH,UK,,Kent,Maidstone ,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recFjTkJy0J8wNWUo,Ignis Safety Solutions,+447538870197,tom@ignissafetysolutions.com,www.ignissafetysolutions.com,,,https://www.linkedin.com/ignis-safety-solutions-ltd/,https://www.instagram.com/ignis_safetysolutions,https://www.facebook.com/ignissafetysolutions,,,,,,,,,,,,,"5 Hollis Row, Common Road, Redhll, Surrey, RH1 6HH",,51.22593,-0.17121,RH1 6HH,UK,,Surrey,Redhill,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=rec91ICHNPATNEZTa,Insignia CNC,07971075659,,www.insigniacnc.co.uk,,,,https://www.instagram.com/insigniacnc/,https://www.facebook.com/insigniaCNC,,,,,,,,,,,,,73 St. Leonards Road,,53.80864,-3.01799,FY3 9RE,UK,,England,Blackpool,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recIThWEGLn9TB60Y,JCS Exteriors LTD,+447385653209,jcsexteriors@hotmail.com,https://www.britishveteranowned.co.uk/business-profile?recordId=recIThWEGLn9TB60Y,,,,,https://www.facebook.com/jcsexteriorsltd,,,,,,,,,,,,,5 Bradley Terrace,,53.64381,-1.05287,DH9 9AZ,UK,,Durham,Durham,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recpyfKnfslA1S36H,Jump Dogs UK Ltd,+447531647419,info@jumpdogsparachuteteam.co.uk,https://jumpdogsparachuteteam.co.uk/,,,https://www.linkedin.com/company/36906196,https://www.instagram.com/jump_dogs_uk/,,,,,,,,,,,,,,15 Provence Court,,52.25531,-0.96382,NN5 6EH,UK,,Northants,Northampton,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recCevBhtDIl6BfN9,Kingsley Beds,,info@kingsleybeds.co.uk,www.kingsleybeds.co.uk,,,,,,,,,,,,,,,,,,49 Jamaica Street,,53.39537,-2.98013,l10ah,UK,,Merseyside,Liverpool,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recensreAy8hpXcMt,KwikTip Limited,+447853214636,tyler@kwiktip.co.uk,www.kwiktip.co.uk,,,https://www.linkedin.com/company/kwiktip,https://www.instagram.com/kwiktip,https://www.facebook.com/kwiktip,,,,,,,,,,,,,19 Ashby Road,,52.80007,-1.40595,DE73 8AZ,UK,,Derbyshire,Breedon On The Hill,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recA60vjoBmVGn3kL,Lloyd Crossan Group,,thomas@lloydcrossangroup.com,https://www.britishveteranowned.co.uk/business-profile?recordId=recA60vjoBmVGn3kL,,,,,,,,,,,,,,,,,,,,,,CW1 6EA,UK,,Cheshire,Crewe,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recIEKFDoTRSjAE17,Lovran Consulting,,,www.lovran.co,,,http://www.linkedin.com/company/lovran-consulting/,,https://www.facebook.com/lovranconsulting,,,,,,,,,,,,,,,,,,UK,,South Lanarkshire,,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recInpU4VjdVsUKuE,M. Cox Electrical,+447935195567,info@cox-electrical.co.uk,www.cox-electrical.co.uk,,,https://www.linkedin.com/company/m-cox-electrical/,https://www.instagram.com/m.cox_electrical?igsh=ODk5bXhqcXhtaWRh&utm_source=qr,,,,,,,,,,,,,,3 Rowe Close,,51.01147,-4.21197,EX39 5XX,UK,,Devon,Bideford,,,,
https://www.britishveteranowned.co.uk/business-profile?recordId=recwW8Mi9vAWCvcXm,MacPeg Electrical Systems Ltd,,aa@macpegelectricalsystems.co.uk,www.macpegelectricalsystems.co.uk,,,,,,,,,,,,,,,,,,Chesterfield,,53.21502,-1.43753,S40 2JW,UK,,Derbyshire,Chesterfield,,,,
