PNuid_NLidu,Province,,Name_en
Canada,Alberta,,Blackfalds
Canada,Alberta,,"Sylvan Lake"
Canada,Alberta,,Norglenwold
Canada,Alberta,,"Red Deer"
Canada,Alberta,,"Jarvis Bay"
Canada,Alberta,,Birchcliff
Canada,Alberta,,Benalto
Canada,Alberta,,"Half Moon Bay"
Canada,Alberta,,"Sunbreaker Cove"
Canada,Alberta,,Eckville
Canada,Alberta,,Condor
Canada,Alberta,,Alhambra
Canada,Alberta,,Leslieville
Canada,Alberta,,"Rocky Mountain House"
Canada,Alberta,,"Martins Trailer Court"
Canada,Alberta,,"Ferrier Acres Trailer Court"
Canada,Alberta,,Bentley
Canada,Alberta,,"Gull Lake"
Canada,Alberta,,"Parkland Beach"
Canada,Alberta,,Lacombe
Canada,Alberta,,"College Heights"
Canada,Alberta,,Morningside
Canada,Alberta,,Ponoka
Canada,Alberta,,Samson
Canada,Alberta,,Hobbema
Canada,Alberta,,Wetaskiwin
Canada,Alberta,,Gwynne
Canada,Alberta,,"Bittern Lake"
Canada,Alberta,,Duhamel
Canada,Alberta,,"New Norway"
Canada,Alberta,,Camrose
Canada,Alberta,,Ohaton
Canada,Alberta,,Kelsey
Canada,Alberta,,Bawlf
Canada,Alberta,,Edberg
Canada,Alberta,,Ferintosh
Canada,Alberta,,Rosalind
Canada,Alberta,,Daysland
Canada,Alberta,,"Meeting Creek"
Canada,Alberta,,Heisler
Canada,Alberta,,Strome
Canada,Alberta,,Killam
Canada,Alberta,,Sedgewick
Canada,Alberta,,Lougheed
Canada,Alberta,,Chauvin
Canada,Alberta,,Edgerton
Canada,Alberta,,Wainwright
Canada,Alberta,,Fabyan
Canada,Alberta,,Irma
Canada,Alberta,,Jarrow
Canada,Alberta,,Kinsella
Canada,Alberta,,Viking
Canada,Alberta,,Bruce
Canada,Alberta,,Holden
Canada,Alberta,,"Round Hill"
Canada,Alberta,,Ryley
Canada,Alberta,,Armena
Canada,Alberta,,Kingman
Canada,Alberta,,Tofield
Canada,Alberta,,"New Sarepta"
Canada,Alberta,,"Hay Lakes"
Canada,Alberta,,Lloydminster
Canada,Alberta,,Blackfoot
Canada,Alberta,,Kitscoty
Canada,Alberta,,Islay
Canada,Alberta,,Vermilion
Canada,Alberta,,"Paradise Valley"
Canada,Alberta,,McLaughlin
Canada,Alberta,,Leedale
Canada,Alberta,,Rimbey
Canada,Alberta,,O'Chiese
Canada,Alberta,,"Alder Flats"
Canada,Alberta,,"Buck Lake"
Canada,Alberta,,Lodgepole
Canada,Alberta,,"Drayton Valley"
Canada,Alberta,,Winfield
Canada,Alberta,,Bluffton
Canada,Alberta,,Mulhurst
Canada,Alberta,,"Poplar Bay"
Canada,Alberta,,Grandview
Canada,Alberta,,"Crystal Springs"
Canada,Alberta,,"Norris Beach"
Canada,Alberta,,"Ma-Me-O Beach"
Canada,Alberta,,"Silver Beach"
Canada,Alberta,,"Argentia Beach"
Canada,Alberta,,"Golden Days"
Canada,Alberta,,"Itaska Beach"
Canada,Alberta,,"Sundance Beach"
Canada,Alberta,,"Ermineskin Tribe, Louis Bull,Montana,Samson"
Canada,Alberta,,Millet
Canada,Alberta,,Breton
Canada,Alberta,,Warburg
Canada,Alberta,,Denwood
Canada,Alberta,,Mannville
Canada,Alberta,,Minburn
Canada,Alberta,,Innisfree
Canada,Alberta,,Ranfurly
Canada,Alberta,,Lavoy
Canada,Alberta,,Vegreville
Canada,Alberta,,Mundare
Canada,Alberta,,"Prairie Lodge Trailer Court"
Canada,Alberta,,"Two Hills"
Canada,Alberta,,Hilliard
Canada,Alberta,,Chipman
Canada,Alberta,,Lamont
Canada,Alberta,,"Hairy Hill"
Canada,Alberta,,Warwick
Canada,Alberta,,Bruderheim
Canada,Alberta,,Josephburg
Canada,Alberta,,"Sherwood Park"
Canada,Alberta,,Ardrossan
Canada,Alberta,,"Cooking Lake"
Canada,Alberta,,"Collingwood Cove"
Canada,Alberta,,"Half Moon Estates"
Canada,Alberta,,Beaumont
Canada,Alberta,,Leduc
Canada,Alberta,,"Rolly View"
Canada,Alberta,,Kavanagh
Canada,Alberta,,Thorsby
Canada,Alberta,,Calmar
Canada,Alberta,,Devon
Canada,Alberta,,"Stony Plain"
Canada,Alberta,,"Spruce Grove"
Canada,Alberta,,"Spring Lake"
Canada,Alberta,,Edmonton
Canada,Alberta,,"St. Albert"
Canada,Alberta,,"Fort Saskatchewan"
Canada,Alberta,,Buford
Canada,Alberta,,Marwayne
Canada,Alberta,,Dewberry
Canada,Alberta,,Derwent
Canada,Alberta,,Myrnam
Canada,Alberta,,Clandonald
Canada,Alberta,,"Elk Point"
Canada,Alberta,,Willingdon
Canada,Alberta,,Andrew
Canada,Alberta,,"St. Paul"
Canada,Alberta,,"Horseshoe Bay"
Canada,Alberta,,Glendon
Canada,Alberta,,Bonnyville
Canada,Alberta,,"Pelican Narrows"
Canada,Alberta,,"Bonnyville Beach"
Canada,Alberta,,Vilna
Canada,Alberta,,Ashmont
Canada,Alberta,,Mallaig
Canada,Alberta,,Morinville
Canada,Alberta,,Legal
Canada,Alberta,,"Bon Accord"
Canada,Alberta,,Gibbons
Canada,Alberta,,Redwater
Canada,Alberta,,Thorhild
Canada,Alberta,,Waskatenau
Canada,Alberta,,Westlock
Canada,Alberta,,Barrhead
Canada,Alberta,,Onoway
Canada,Alberta,,Clyde
Canada,Alberta,,Busby
Canada,Alberta,,Pickardville
Canada,Alberta,,Vimy
Canada,Alberta,,"Nakamun Park"
Canada,Alberta,,"Birch Cove"
Canada,Alberta,,Sangudo
Canada,Alberta,,"Rochfort Bridge"
Canada,Alberta,,Mayerthorpe
Canada,Alberta,,"Green Court"
Canada,Alberta,,"Blue Ridge"
Canada,Alberta,,Cherhill
Canada,Alberta,,Glenevis
Canada,Alberta,,"Rich Valley"
Canada,Alberta,,Gainford
Canada,Alberta,,"Betula Beach"
Canada,Alberta,,"Seba Beach"
Canada,Alberta,,"Silver Sands"
Canada,Alberta,,"South View"
Canada,Alberta,,"Val Quentin"
Canada,Alberta,,"Alberta Beach"
Canada,Alberta,,"Sunset Point"
Canada,Alberta,,"West Cove"
Canada,Alberta,,"Ross Haven"
Canada,Alberta,,Yellowstone
Canada,Alberta,,Gunn
Canada,Alberta,,"Sunrise Beach"
Canada,Alberta,,"Sandy Beach"
Canada,Alberta,,Calahoo
Canada,Alberta,,"Clearwater Estates"
Canada,Alberta,,"Crystal Meadows"
Canada,Alberta,,"Dawn Valley"
Canada,Alberta,,"Devonshire Meadows"
Canada,Alberta,,"Fleming Park"
Canada,Alberta,,"Garden Grove Estates"
Canada,Alberta,,"Glory Hills"
Canada,Alberta,,"Green Acre Estates"
Canada,Alberta,,"Hewitt Estates"
Canada,Alberta,,"Hu Haven"
Canada,Alberta,,"Hubbles Lake"
Canada,Alberta,,"Meso West"
Canada,Alberta,,Namao
Canada,Alberta,,"Osborne Acres"
Canada,Alberta,,"Panorama Heights"
Canada,Alberta,,"Peterburn Estates"
Canada,Alberta,,"Rolling Heights"
Canada,Alberta,,"Rolling Meadows"
Canada,Alberta,,"Sunset View Acres"
Canada,Alberta,,"Upper and Lower Viscount Estates"
Canada,Alberta,,"Upper Manor Estates"
Canada,Alberta,,"Westbrooke Crescents"
Canada,Alberta,,"Westlake Estates"
Canada,Alberta,,"Woodbend Crescent"
Canada,Alberta,,"Woodland Park"
Canada,Alberta,,"Bristol Oakes"
Canada,Alberta,,Villeneuve
Canada,Alberta,,Entwistle
Canada,Alberta,,Evansburg
Canada,Alberta,,Wildwood
Canada,Alberta,,"Niton Junction"
Canada,Alberta,,Peers
Canada,Alberta,,Edson
Canada,Alberta,,"Rocky Rapids"
Canada,Alberta,,Wabamun
Canada,Alberta,,"Point Alison"
Canada,Alberta,,Lakeview
Canada,Alberta,,Kapasiwin
Canada,Alberta,,Paul
Canada,Alberta,,Duffield
Canada,Alberta,,Duvernay
Canada,Alberta,,Beauvallon
Canada,Alberta,,Riverview
Canada,Alberta,,Lindbergh
Canada,Alberta,,Heinsburg
Canada,Alberta,,"Frog Lake"
Canada,Alberta,,Sputinow
Canada,Alberta,,"Elizabeth Metis Settlement"
Canada,Alberta,,Ardmore
Canada,Alberta,,"Fort Kent"
Canada,Alberta,,"Cherry Grove"
Canada,Alberta,,"Cold Lake"
Canada,Alberta,,"Goodfish Lake"
Canada,Alberta,,Therien
Canada,Alberta,,Kikino
Canada,Alberta,,"Buffalo Lake Metis Settlement"
Canada,Alberta,,Bellis
Canada,Alberta,,"Smoky Lake"
Canada,Alberta,,Newbrook
Canada,Alberta,,Spedden
Canada,Alberta,,"Cold Lake"
Canada,Alberta,,"Cold Lake"
Canada,Alberta,,Medley
Canada,Alberta,,"Tulliby Lake"
Canada,Alberta,,"Lac La Biche"
Canada,Alberta,,"Beaver Lake"
Canada,Alberta,,"Bone Town"
Canada,Alberta,,Plamondon
Canada,Alberta,,Atmore
Canada,Alberta,,Grassland
Canada,Alberta,,"Imperial Mills"
Canada,Alberta,,"Heart Lake"
Canada,Alberta,,Rossian
Canada,Alberta,,"St. Michael"
Canada,Alberta,,Egremont
Canada,Alberta,,Abee
Canada,Alberta,,"Long Lake"
Canada,Alberta,,Perryvale
Canada,Alberta,,Meanook
Canada,Alberta,,Ellscott
Canada,Alberta,,Rochester
Canada,Alberta,,Tawatinaw
Canada,Alberta,,Boyle
Canada,Alberta,,Jarvie
Canada,Alberta,,Fawcett
Canada,Alberta,,"Mewatha Beach"
Canada,Alberta,,Bondiss
Canada,Alberta,,Athabasca
Canada,Alberta,,"Island Lake"
Canada,Alberta,,"Island Lake South"
Canada,Alberta,,"Whispering Hills"
Canada,Alberta,,"West Baptiste"
Canada,Alberta,,"South Baptiste"
Canada,Alberta,,"Sunset Beach"
Canada,Alberta,,Larkspur
Canada,Alberta,,Dapp
Canada,Alberta,,Pibroch
Canada,Alberta,,Caslan
Canada,Alberta,,Hylo
Canada,Alberta,,Venice
Canada,Alberta,,Colinton
Canada,Alberta,,Chisholm
Canada,Alberta,,Flatbush
Canada,Alberta,,Neerlandia
Canada,Alberta,,"Fort Assiniboine"
Canada,Alberta,,Campsie
Canada,Alberta,,Whitecourt
Canada,Alberta,,Smith
Canada,Alberta,,"Calling Lake"
Canada,Alberta,,"Centre Calling Lake"
Canada,Alberta,,"Bigstone Cree (Jean Baptiste Gambler No.183)"
Canada,Alberta,,"Wandering River"
Canada,Alberta,,Breynat
Canada,Alberta,,Amesbury
Canada,Alberta,,"Slave Lake"
Canada,Alberta,,Cardiff
Canada,Alberta,,Carbondale
Canada,Alberta,,"Lancaster Park"
Canada,Alberta,,Sunnybrook
Canada,Alberta,,Tomahawk
Canada,Alberta,,"Violet Grove"
Canada,Alberta,,"Buck Creek"
Canada,Alberta,,Pipestone
Canada,Alberta,,"Burnstick Lake"
Canada,Alberta,,Marlboro
Canada,Alberta,,"Pine Shadows"
Canada,Alberta,,Obed
Canada,Alberta,,Hondo
Canada,Alberta,,Sawridge
Canada,Alberta,,"Canyon Creek"
Canada,Alberta,,Widewater
Canada,Alberta,,Kinuso
Canada,Alberta,,Faust
Canada,Alberta,,Joussard
Canada,Alberta,,Enilda
Canada,Alberta,,"Grouard Mission"
Canada,Alberta,,Grouard
Canada,Alberta,,"High Prairie"
Canada,Alberta,,Valleyview
Canada,Alberta,,"Crooked Creek"
Canada,Alberta,,DeBolt
Canada,Alberta,,Bezanson
Canada,Alberta,,"Fox Creek"
Canada,Alberta,,"Swan Hills"
Canada,Alberta,,"Grande Cache"
Canada,Alberta,,Hinton
Canada,Alberta,,Cadomin
Canada,Alberta,,Robb
Canada,Alberta,,"Brûlé Mines"
Canada,Alberta,,Entrance
Canada,Alberta,,Jasper
Canada,Alberta,,"East Prairie Metis Settlement"
Canada,Alberta,,"Peavine Metis Settlement"
Canada,Alberta,,"Gift Lake"
Canada,Alberta,,"Whitefish Lake"
Canada,Alberta,,McLennan
Canada,Alberta,,Donnelly
Canada,Alberta,,Falher
Canada,Alberta,,Girouxville
Canada,Alberta,,Guy
Canada,Alberta,,"Wabasca No. 166C (Bigstone First Cree Nation)"
Canada,Alberta,,"Wabasca No. 166B (Bigstone Cree Nation)"
Canada,Alberta,,"Wabasca No. 166D (Bigstone Cree First Nation)"
Canada,Alberta,,"Wabasca No. 166 (Bigstone Cree Nation)"
Canada,Alberta,,Wabasca-Desmarais
Canada,Alberta,,"Sandy Lake"
Canada,Alberta,,"Trout Lake"
Canada,Alberta,,"Chipewyan Lake"
Canada,Alberta,,"Red Earth Creek"
Canada,Alberta,,"Fort McMurray"
Canada,Alberta,,Anzac
Canada,Alberta,,"Fort McMurray #468"
Canada,Alberta,,"Gregoire Lake Estates"
Canada,Alberta,,"Saprae Creek"
Canada,Alberta,,Conklin
Canada,Alberta,,"Fort MacKay"
Canada,Alberta,,"Fort Chipewyan"
Canada,Alberta,,"Mikisew Cree"
Canada,Alberta,,Fitzgerald
Canada,Alberta,,"Garden Creek"
Canada,Alberta,,"John D'Or Prairie"
Canada,Alberta,,Tallcree
Canada,Alberta,,Tallcree
Canada,Alberta,,"Fort Vermilion"
Canada,Alberta,,"La Crête"
Canada,Alberta,,Tallcree
Canada,Alberta,,"Rocky Lane"
Canada,Alberta,,Beaver
Canada,Alberta,,"High Level"
Canada,Alberta,,"Bushe River (Dene Tha')"
Canada,Alberta,,"Paddle Prairie"
Canada,Alberta,,"Keg River"
Canada,Alberta,,"Buffalo Head Prairie"
Canada,Alberta,,"Rainbow Lake"
Canada,Alberta,,"Zama City"
Canada,Alberta,,"Meander River"
Canada,Alberta,,Manning
Canada,Alberta,,Notikewin
Canada,Alberta,,"North Star"
Canada,Alberta,,Dixonville
Canada,Alberta,,Deadwood
Canada,Alberta,,"Cadotte Lake"
Canada,Alberta,,"Woodland Cree"
Canada,Alberta,,"St. Isidore"
Canada,Alberta,,"Peace River"
Canada,Alberta,,Nampa
Canada,Alberta,,"Jean Côté"
Canada,Alberta,,Reno
Canada,Alberta,,Grimshaw
Canada,Alberta,,Berwyn
Canada,Alberta,,Brownvale
Canada,Alberta,,Whitelaw
Canada,Alberta,,Fairview
Canada,Alberta,,Bluesky
Canada,Alberta,,"Hines Creek"
Canada,Alberta,,"Bay Tree"
Canada,Alberta,,Bonanza
Canada,Alberta,,Gordondale
Canada,Alberta,,"Spirit River"
Canada,Alberta,,Rycroft
Canada,Alberta,,Woking
Canada,Alberta,,Wanham
Canada,Alberta,,Eaglesham
Canada,Alberta,,Watino
Canada,Alberta,,Worsley
Canada,Alberta,,Cleardale
Canada,Alberta,,Whitburn
Canada,Alberta,,"Blueberry Mountain"
Canada,Alberta,,Hythe
Canada,Alberta,,"Valhalla Centre"
Canada,Alberta,,"La Glace"
Canada,Alberta,,Sexsmith
Canada,Alberta,,Webster
Canada,Alberta,,Clairmont
Canada,Alberta,,Beaverlodge
Canada,Alberta,,Wembley
Canada,Alberta,,"Grande Prairie"
Canada,Alberta,,Hayfield
Canada,Alberta,,Elmworth
Canada,Alberta,,"Flyingshot Lake"
Canada,Alberta,,"Eldoes Trailer Park"
Canada,Alberta,,"Riverview Pines Subdivision"
Canada,Alberta,,"Triple-L-Trailer Court"
Canada,Alberta,,"T & E Trailer Park"
Canada,Alberta,,"Swan City Trailer Court"
Canada,Alberta,,"Glen Leslie"
Canada,Alberta,,Grovedale
Canada,Alberta,,"Hawk Hills"
Canada,Alberta,,"Steen River"
Canada,Alberta,,"Indian Cabins"
Canada,Alberta,,"Moose Portage"
Canada,Alberta,,"Rich Lake"
Canada,Alberta,,"St. Lina"
Canada,Alberta,,Radway
Canada,Alberta,,Warspite
Canada,Alberta,,Coronado
Canada,Alberta,,Musidora
Canada,Alberta,,Fallis
Canada,Alberta,,"McLeod Valley"
Canada,Alberta,,"Lone Pine"
Canada,Alberta,,"Sunset House"
Canada,Alberta,,Forshee
Canada,Alberta,,Brûlé
Canada,Alberta,,"Eastview Acres"
Canada,Alberta,,"Siksika No. 146 (Siksika Nation)"
Canada,Alberta,,O'Chiese
Canada,Alberta,,"Tsuut'ina Nation"
Canada,Alberta,,Chiniki
Canada,Alberta,,"Sunchild First Nation"
Canada,Alberta,,"Stand Off (Blood)"
Canada,Alberta,,"Piikani No. 147 (Piikani Nation)"
Canada,Alberta,,"Alexis Nakota Sioux Nation"
Canada,Alberta,,Alexander
Canada,Alberta,,"Louis Bull Tribe"
Canada,Alberta,,"Enoch Cree Nation #440"
Canada,Alberta,,Paul
Canada,Alberta,,Montana
Canada,Alberta,,"Ermineskin Tribe"
Canada,Alberta,,Samson
Canada,Alberta,,"Beaver First Nation"
Canada,Alberta,,"Tallcree (Tallcree Tribal Government)"
Canada,Alberta,,"Fox Lake (Little Red River Cree Nation)"
Canada,Alberta,,"Assumption (Dene Tha')"
Canada,Alberta,,"Horse Lake First Nation"
Canada,Alberta,,"Driftpile Cree Nation"
Canada,Alberta,,"Duncan's First Nation"
Canada,Alberta,,"Kapawe'no First Nation"
Canada,Alberta,,"Little Buffalo (Lubicon Lake)"
Canada,Alberta,,"Sawridge First Nation"
Canada,Alberta,,"Sturgeon Lake Cree Nation"
Canada,Alberta,,"Arcadia (Sucker Creek)"
Canada,Alberta,,"Swan River First Nation"
Canada,Alberta,,"Wabasca No. 166A (Bigstone Cree Nation) (50458)"
Canada,Alberta,,"Atikameg (Whitefish Lake)"
Canada,Alberta,,"Beaver Lake Cree Nation"
Canada,Alberta,,"Mikisew Cree First Nation"
Canada,Alberta,,"Saddle Lake (Saddle Lake Cree Nation)"
Canada,Alberta,,"Athabasca Chipewyan First Nation"
Canada,Alberta,,"Cold Lake First Nations"
Canada,Alberta,,"Frog Lake"
Canada,Alberta,,"Kehewin Cree Nation"
Canada,Alberta,,"Fort McKay First Nation"
Canada,Alberta,,"Fort McMurray #468 First Nation"
Canada,Alberta,,"Heart Lake"
Canada,Alberta,,"Chipewyan Prairie First Nation"
