Address,"Facility Type",State,Email,Phone,"Phone Carrier",County,Fax,"Security Level",Website,"No Of Beds","Mailing Address",
"PO Box 188 427 James Crump Memorial Drive, Hamilton, AL 35570",Adult,Alabama,N/A,205-921-7424,GTL,Marion,205-921-2220,"City Jail - Medium",http://www.hamiltonchamberofcommerce.org/,0,"PO Box 188 427 James Crump Memorial Drive, Hamilton, AL 35570"
"9 Park St, Headland, AL 36345",Adult,Alabama,N/A,334-693-3383,GTL,Henry,N/A,"City Jail - Medium",http://www.headlandpd.net/,0,"9 Park St, Headland, AL 36345"
"174 Bell St, Heflin, AL 36264",Adult,Alabama,policechief@cityofheflin.org,256-463-2291,GTL,Cleburne,N/A,"City Jail - Medium",http://www.cityofheflin.org/policedepartment.html,0,"174 Bell St, Heflin, AL 36264"
"815 Wheeler Ave, Huntsville, AL 35801",Adult,Alabama,jason.fanning@huntsvilleal.gov,256-722-7100,GTL,Madison,N/A,"City Jail - Medium",http://www.hsvpolice.com/Detention_services.htm,0,"PO Box 2085, Huntsville, AL 35804-2085"
"PO Box 262 816 Hwy 52, Helena, AL 35080",Adult,Alabama,djones@helenapd.com,205-663-6499,GTL,Shelby,205-664-9208,"City Jail - Medium",http://www.cityofhelena.org/Default.asp?ID=22&amp;pg=Police+Department,0,"PO Box 262 816 Hwy 52, Helena, AL 35080"
"100 Municipal Lane, Hoover, AL 35216",Adult,Alabama,carpentc@ci.hoover.al.us,205-444-7737,"CenturyLink - IC Solutions - AL",Jefferson,205-444-7560,"City Jail - Medium",http://www.hooverpd.com/home/default.asp,0,"100 Municipal Lane, Hoover, AL 35216"
"100 Hughes Road, Madison, AL 35758",Adult,Alabama,N/A,256-722-5675,GTL,Madison,256-461-1633,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"100 Hughes Road, Madison, AL 35758"
"1833 29th Ave South, Homewood, AL 35209",Adult,Alabama,N/A,205-332-6204,"NCIC Inmate Telephone Services",Jefferson,205-877-8648,"City Jail - Medium",http://www.homewoodpd.org/information.php?id=8,0,"1833 29th Ave South, Homewood, AL 35209"
"101 South 20th St, Irondale, AL 35210",Adult,Alabama,N/A,205-956-5990,"Securus Tech®",Jefferson,205-951-1400,"City Jail - Medium",http://cityofirondaleal.gov/departments/police/,0,"101 South 20th St, Irondale, AL 35210"
"510 South Royal St  PO Box 113, Mobile, AL 36601",Adult,Alabama,N/A,251-574-4702,"Global Tel Link (GTL) - ConnectNetwork",Mobile,251-574-3385,"County - medium",http://www.mobileso.com/metro-jail-2/,1000,"510 South Royal St  PO Box 113, Mobile, AL 36601"
"116 Ladiga St Southeast, Jacksonville, AL 36265",Adult,Alabama,jpdchief@cableone.net,256-435-6448,"Securus Tech®",Calhoun,256-435-1075,"City Jail - Medium",http://www.jacksonvillepd.us/Jail.htm,0,"116 Ladiga St Southeast, Jacksonville, AL 36265"
"1610 Alabama Ave, Jasper, AL 35501",Adult,Alabama,N/A,205-221-2121,InmateSales.com,Walker,205-221-4974,"City Jail - Medium",http://www.jaspercity.com/site/index.php?option=com_content&amp;view=article&amp;id=146&amp;Itemid=306,0,"1610 Alabama Ave, Jasper, AL 35501"
"401 North Lanier Ave, Lanett, AL 36863",Adult,Alabama,lpd@lanett-police.com,334-644-2146,GTL,Chambers,334-644-5214,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"401 North Lanier Ave, Lanett, AL 36863"
"856 North Main St, Kinston, AL 36453",Adult,Alabama,N/A,334-565-3114,GTL,Coffee,334-565-9026,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"856 North Main St, Kinston, AL 36453"
"502 Lafayette St PO Box 1020, Livingston, AL 35470",Adult,Alabama,N/A,205-652-9525,GTL,Sumter,205-652-9772,"City Jail - Medium",http://www.ci.livingston.al.us/dept_pub_safety.htm,0,"502 Lafayette St PO Box 1020, Livingston, AL 35470"
"3821 Grandview Road, Millbrook, AL 36054",Adult,Alabama,N/A,334-285-5603,GTL,Elmore,334-285-5600,"City Jail - Medium",http://www.cityofmillbrook.org/,0,"3821 Grandview Road, Millbrook, AL 36054"
"2460 Government Blvd, Mobile, AL 36606",Adult,Alabama,N/A,251-208-1700,GTL,Mobile,251-208-1705,"City Jail - Medium",http://www.mobilepd.org/index.php,0,"2460 Government Blvd, Mobile, AL 36606"
"545 Main St, Montevallo, AL 35115",Adult,Alabama,N/A,205-665-2552,GTL,Shelby,205-665-9211,"City Jail - Medium",http://www.cityofmontevallo.com/,0,"545 Main St, Montevallo, AL 35115"
"2900 Daniel Drive, Moody, AL 35004",Adult,Alabama,N/A,205-640-5121,GTL,"St. Clair",205-640-2500,"City Jail - Medium",http://moodyalabama.gov/city_departments/police/index.html,0,"2900 Daniel Drive, Moody, AL 35004"
"100 Tibbett St, Mountain Brook, AL 35213",Adult,Alabama,policedept@mtnbrook.org,205-879-0486,GTL,Jefferson,205-870-5355,"City Jail - Medium",http://www.mtnbrook.org/Default.asp?ID=27&amp;pg=Contact+Information,0,"100 Tibbett St, Mountain Brook, AL 35213"
"2315 Costarides St, Mobile, AL 36617",Juvenile,Alabama,N/A,251-574-1450,GTL,Mobile,N/A,"County juvenile - low",http://www.doc.alabama.gov/InmateSearch.aspx,119,"2315 Costarides St, Mobile, AL 36617"
"2010 East Avalon Ave, Muscle Shoals, AL 35661",Adult,Alabama,evans@mspolice.org,256-383-6746,"Securus Tech®",Colbert,256-314-1443,"City Jail - Medium",http://www.cityofmuscleshoals.com/Default.asp?ID=37&amp;pg=Police+Department,0,"PO Box 2624, Muscle Shoals, AL 35662"
"3721 26th Ave, Northport, AL 35476",Adult,Alabama,N/A,205-339-6600,GTL,Tuscaloosa,N/A,"City Jail - Medium",http://www.cityofnorthport.org/pages/101/Divisions.html,0,"3721 26th Ave, Northport, AL 35476"
"302 2nd St North, Oneonta, AL 35121",Adult,Alabama,N/A,205-625-4351,GTL,Blount,205-625-4392,"City Jail - Medium",http://www.oneontapolice.org/,0,"302 2nd St North, Oneonta, AL 35121"
"501 South 10th St, Opelika, AL 36803",Adult,Alabama,RCook@ci.opelika.al.us,334-705-5200,GTL,Lee,334-749-4831,"City Jail - Medium",http://www.opelika.org/Default.asp?ID=521,0,"501 South 10th St, Opelika, AL 36803"
"4480 Orange Beach Blvd. PO Box 1039, Orange Beach, AL 36561",Adult,Alabama,N/A,251-981-9777,"Securus Tech®",Baldwin,251-981-2299,"City Jail - Medium",http://www.obpd.org/,0,"4480 Orange Beach Blvd. PO Box 1039, Orange Beach, AL 36561"
"PO Box 3383, Oxford, AL 36203",Adult,Alabama,N/A,253-831-3121,GTL,Calhoun,253-835-6101,"City Jail - Medium",http://www.oxfordalabama.org/Default.asp?ID=18,0,"PO Box 3383, Oxford, AL 36203"
"PO Box 1987, Ozark, AL 36361-1987",Adult,Alabama,cib@ozarkalabama.us,334-445-6321,GTL,Dale,334-774-5641,"City Jail - Medium",http://www.ozarkalabama.us/ozark/CityGovernment/CityDepartments/PoliceDepartment/tabid/62/Default.aspx,0,"PO Box 1987, Ozark, AL 36361-1987"
"32 Philip Davis St, Pelham, AL 35124",Adult,Alabama,police@pelhamonline.com,205-620-6550,GTL,Shelby,205-620-6549,"City Jail - Medium",http://www.pelhamonline.com/departments/police-department/,0,"32 Philip Davis St, Pelham, AL 35124"
"1905 1st Ave North, Pell City, AL 35125",Adult,Alabama,N/A,205-884-3334,GTL,"St. Clair",205-814-9079,"City Jail - Medium",http://www.epell.net/pellcity/Departments/Police/ChiefsMessage/tabid/92/Default.aspx,0,"1905 1st Ave North, Pell City, AL 35125"
"1111 Broad St, Phenix City, AL 36867",Adult,Alabama,N/A,334-298-0611,GTL,Russell,334-291-0192,"City Jail - Medium",http://www.phenixcityal.us/Default.asp?ID=22&amp;pg=Police+Department,0,"1111 Broad St, Phenix City, AL 36867"
"215 North Mount Pleasant Ave, Monroeville, AL 36460",Adult,Alabama,N/A,251-743-2502,"Securus Tech®",Monroe,251-575-5985,"County - medium",http://monroetnsheriff.com/,48,"215 North Mount Pleasant Ave, Monroeville, AL 36460"
"121 West Ladiga St PO Box 112, Piedmont, AL 36272",Adult,Alabama,steven.tidwell@piedmontcity.org,256-447-9091,"Securus Tech®",Calhoun,256-447-6119,"City Jail - Medium",http://piedmontpolice.org/,0,"121 West Ladiga St PO Box 112, Piedmont, AL 36272"
"101 West Main St, Prattville, AL 36067",Adult,Alabama,N/A,334-361-3671,GTL,Autauga,334-361-3639,"City Jail - Medium",http://www.prattvilleal.gov/departments/police-department.html,0,"101 West Main St, Prattville, AL 36067"
"216 East Prichard Lane, Prichard, AL 36610",Adult,Alabama,j.gardner@thecityofprichard.org,251-452-7900,GTL,Mobile,251-442-3707,"City Jail - Medium",http://www.thecityofprichard.org/Departments/police-department.html,0,"216 East Prichard Lane, Prichard, AL 36610"
"42 McCurdy Ave (Alabama Hwy 35)South, Rainsville, AL 35986",Adult,Alabama,chiefcenters@farmerstel.com,256-638-2157,GTL,DeKalb,N/A,"City Jail - Medium",http://www.rainsvillealabama.com/rainsville-police-dept.html,0,"PO Box 309, Rainsville, AL 35986"
"3700 Rainbow Drive    Fax Number: (256) 442-3813  Email Address:, Rainbow City, AL 35906",Adult,Alabama,police@rbcalabama.com,256-442-2513,GTL,Etowah,N/A,"City Jail - Medium",http://www.rbcalabama.com/html/police.html,0,"3700 Rainbow Drive    Fax Number: (256) 442-3813  Email Address:, Rainbow City, AL 35906"
"379 Depot St PO Box 130, Riverside, AL 35135",Adult,Alabama,N/A,205-338-7692,GTL,"St. Clair",205-338-9225,"City Jail - Medium",http://www.riversidealabama.net/public_safety/index.html,0,"379 Depot St PO Box 130, Riverside, AL 35135"
"23335 North Chicago St  PO Box 429, Robertsdale, AL 36567",Adult,Alabama,N/A,251-947-2222,"NCIC Inmate Telephone Services",Baldwin,251-947-2228,"City Jail - Medium",http://www.robertsdale.org/government/police-department/,0,"23335 North Chicago St  PO Box 429, Robertsdale, AL 36567"
"400 North Jackson Ave PO Box 1000, Russellville, AL 35653",Adult,Alabama,info@russellvillepd.com,256-332-2230,GTL,Franklin,256-332-8718,"City Jail - Medium",http://russellvillepd.org/,0,"400 North Jackson Ave PO Box 1000, Russellville, AL 35653"
"716 Saraland Blvd South, Saraland, AL 36571",Adult,Alabama,jwest@saraland.org,251-675-5331,"NCIC Inmate Telephone Services",Mobile,251-679-5566,"City Jail - Medium",https://saraland.org/police-department/,0,"716 Saraland Blvd South, Saraland, AL 36571"
"1335 Sardis Drive, Sardis City, AL 35956",Adult,Alabama,sardiscitypd@hotmail.com,256-593-6492,GTL,Etowah,256-593-4151,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"1335 Sardis Drive, Sardis City, AL 35956"
"103 North Perry St, Montgomery, AL 36104",Adult,Alabama,ajhardy@montgomeryal.gov,334-241-2645,"AmTel Communications",Montgomery,N/A,"City Jail - Medium",http://www.montgomeryal.gov/city-government/departments/police/municipal-jail,0,"PO Box-Drawer 159, Montgomery, AL 36101"
"5668 Second St, Satsuma, AL 36572",Adult,Alabama,spolice21@mchsi.com,251-675-0151,GTL,Mobile,251-675-1485,"City Jail - Medium",http://www.cityofsatsuma.com/PoliceDepartment.html,0,"PO Box 517, Satsuma, AL 36572"
"916 South Broad St, Scottsboro, AL 35768",Adult,Alabama,rdawespd@scottsboro.org,256-574-4468,GTL,Jackson,256-574-4339,"City Jail - Medium",http://www.cityofscottsboro.com/index.php?option=com_content&amp;view=article&amp;id=65&amp;Itemid=142,0,"916 South Broad St, Scottsboro, AL 35768"
"1300 Alabama Ave PO Box 450, Selma, AL 36702",Adult,Alabama,wriley@selma-al.gov,334-874-6611,GTL,Dallas,334-874-1216,"City Jail - Medium",http://www.selma-al.gov/?q=Police,0,"1300 Alabama Ave PO Box 450, Selma, AL 36702"
"600 North Montgomery Ave, Sheffield, AL 35660-2834",Adult,Alabama,administrator@sheffieldpolice.org,256-383-1771,"Securus Tech®",Colbert,256-314-6002,"City Jail - Medium",http://www.sheffieldpolice.org/,0,"600 North Montgomery Ave, Sheffield, AL 35660-2834"
"PO Box 117, Shorter, AL 36075",Adult,Alabama,N/A,334-727-9190,GTL,Macon,334-727-9298,"City Jail - Medium",http://www.shorteralabama.com/town-departments/emergency-operations-center,0,"PO Box 117, Shorter, AL 36075"
"PO Box 1438, Winfield, AL 35594",Adult,Alabama,N/A,205-487-4333,GTL,Marion,205-487-0202,"City Jail - Medium",http://www.winfieldcity.org/departments/policedept,0,"PO Box 1438, Winfield, AL 35594"
"203 East Charles Ave  PO Box 190, Wetumpka, AL 36092",Adult,Alabama,N/A,334-567-5321,GTL,Elmore,334-567-1322,"City Jail - Medium",http://www.cityofwetumpka.com/Default.asp?ID=22&amp;pg=Police+Department,0,"203 East Charles Ave  PO Box 190, Wetumpka, AL 36092"
"513 Montgomery Hwy, Vestavia Hills, AL 35216",Adult,Alabama,jhardin@ci.vestaviahills.al.us,205-823-1153,GTL,Jefferson,205-978-0207,"City Jail - Medium",http://vestaviahillspolice.com/,0,"513 Montgomery Hwy, Vestavia Hills, AL 35216"
"110 1st St Northwest, Vernon, AL 35592",Adult,Alabama,N/A,205-695-7022,GTL,Lamar,205-695-1006,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"110 1st St Northwest, Vernon, AL 35592"
"10902 Public Safety Drive, Vance, AL 35490",Adult,Alabama,N/A,205-553-8278,GTL,Tuscaloosa,N/A,"City Jail - Medium",http://vancepolice.weebly.com/,0,"10902 Public Safety Drive, Vance, AL 35490"
"250 South McDonough St  PO Box 4599, Montgomery, AL 36103-4599",Adult,Alabama,wayneedwards@mc-ala.org,"334-832-1386; 334-832-4440","LegacyInmate.com Communications",Montgomery,334-832-2500,"County - medium",http://www2.mc-ala.org/mcso/divisions/jail/Pages/default.aspx,1290,"250 South McDonough St  PO Box 4599, Montgomery, AL 36103-4599"
"PO Box 186, Valley, AL 36854",Adult,Alabama,N/A,334-756-5200,GTL,Chambers,334-756-2167,"City Jail - Medium",http://www.cityofvalley.com/government/public-safety,0,"PO Box 186, Valley, AL 36854"
"100 Front St PO Box 1069, Uniontown, AL 36786",Adult,Alabama,N/A,334-628-4021,GTL,Perry,N/A,"City Jail - Medium",http://www.uniontownal.org/police.html,0,"100 Front St PO Box 1069, Uniontown, AL 36786"
"3801 Millcreek Ave, Tuscaloosa, AL 35401",Adult,Alabama,tpd.adm@tuscaloosa.com,205-349-2121,GTL,Tuscaloosa,N/A,"City Jail - Medium",http://www.tuscaloosa.com/e-services/Staff-Directory/tuscaloosa-police-department,0,"3801 Millcreek Ave, Tuscaloosa, AL 35401"
"131 Main St, Trussville, AL 35173",Adult,Alabama,dsivley@trussville.org,205-661-4015,"Securus Tech®",Jefferson,205-661-9915,"City Jail - Medium",http://www.trussvillepd.org/violators/jail/,32,"131 Main St, Trussville, AL 35173"
"300 East Elm St  PO Box 549, Troy, AL 36081",Adult,Alabama,bennys@troycable.net,334-566-0500,"Securus Tech®",Pike,334-566-7131,"City Jail - Medium",http://www.troypd.com/,0,"300 East Elm St  PO Box 549, Troy, AL 36081"
"2593 Commerce Circle, Tarrant, AL 35217",Adult,Alabama,N/A,205-849-2811,GTL,Jefferson,205-849-2807,"City Jail - Medium",http://www.cityoftarrant.com/policedept/,0,"2593 Commerce Circle, Tarrant, AL 35217"
"10294 Main St PO Box 267, Oakman, AL 35579",Adult,Alabama,N/A,205-622-3200,GTL,Walker,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"10294 Main St PO Box 267, Oakman, AL 35579"
"PO Box 761, Talladega, AL 35160",Adult,Alabama,N/A,256-362-4162,GTL,Talladega,256-315-0143,"Police Station - Medium",http://www.talladega.com/Default.asp?ID=95&amp;pg=Police+Department,0,"PO Box 761, Talladega, AL 35160"
"301 North Broadway, Sylacauga, AL 35150",Adult,Alabama,N/A,256-245-4334,GTL,Talladega,256-401-2463,"City Jail - Medium",http://www.facebook.com/pages/Sylacauga-Police-Department/213356012016877,0,"301 North Broadway, Sylacauga, AL 35150"
"502 West Lee Ave, Summerdale, AL 36580",Adult,Alabama,spdpolice@gulftel.com,251-989-6446,GTL,Baldwin,251-989-7042,"City Jail - Medium",http://www.summerdalealabama.com/departments/police-department.aspx,0,"502 West Lee Ave, Summerdale, AL 36580"
"1111 Air Base Blvd, Montgomery, AL 36108",Juvenile,Alabama,youthfacility@mc-ala.org,334-261-4100,InmateSales.com,Montgomery,N/A,"County juvenile - low",http://www.mc-ala.org/Departments/YouthFacility/Pages/Default.aspx,52,"1111 Air Base Blvd, Montgomery, AL 36108"
"30500 State Hwy 181  Suite 618, Spanish Fort, AL 36527",Adult,Alabama,"chiefedgar@ cityofspanishfort.com",251-626-4914,GTL,Baldwin,251-626-0582,"City Jail - Medium",http://www.cityofspanishfort.com/Government/PoliceDepartment.aspx,0,"30500 State Hwy 181  Suite 618, Spanish Fort, AL 36527"
"2255 Hwy 77, Southside, AL 35907",Adult,Alabama,N/A,256-442-2255,GTL,Etowah,256-442-4163,"City Jail - Medium",http://www.cityofsouthside.com/Default.asp?ID=22&amp;pg=Police+Department,0,"2255 Hwy 77, Southside, AL 35907"
"21638 Alabama Hwy 79, Scottsboro, AL 35768",Adult,Alabama,N/A,256-587-3335,GTL,Jackson,256-587-3145,"Police Station - Medium",http://www.police.townofskyline.com/,0,"21638 Alabama Hwy 79, Scottsboro, AL 35768"
"4905 Main St, Adamsville, AL 35005",Adult,Alabama,N/A,205-674-5671,GTL,Jefferson,N/A,"City Jail - Medium",http://www.cityofadamsville.org/police_department.html,0,"4905 Main St, Adamsville, AL 35005"
"16323 County Road 41, Addison, AL 35540",Adult,Alabama,N/A,256-747-1981,GTL,Winston,N/A,"City Jail - Medium",http://town-of-addison.com/,0,"16323 County Road 41, Addison, AL 35540"
"215 First St Northeast, Aliceville, AL 35442",Adult,Alabama,N/A,205-373-6631,GTL,Pickens,N/A,"Police Station - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"215 First St Northeast, Aliceville, AL 35442"
"2844 Main St PO Box 100, Altoona, AL 35952",Adult,Alabama,N/A,205-589-2311,GTL,Etowah,205-589-6006,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"2844 Main St PO Box 100, Altoona, AL 35952"
"26704 Main St, Ardmore, AL 35739",Adult,Alabama,ardmorepolicedepartment@yahoo.com,256-423-2146,GTL,Limestone,256-423-8182,"Police Station - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"26704 Main St, Ardmore, AL 35739"
"519 North Broadway St PO Box 428, Ashford, AL 36312",Adult,Alabama,ashfordpd@graceba.net,334-899-5113,GTL,Houston,334-899-9911,"Police Station - Medium",http://www.ashfordcitygovernment.com/policedept.php,0,"519 North Broadway St PO Box 428, Ashford, AL 36312"
"91 Memorial Dr, Ashland, AL 36251",Adult,Alabama,acoa@acs-isp.com,256-354-2121,GTL,Clay,256-354-3272,N/A,https://www.cityofashlandal.com/police,0,"91 Memorial Dr, Ashland, AL 36251"
"119 Lee St Northeast, Decatur, AL 35601",Adult,Alabama,leon.bradley@morgancoso.com,256-351-4800,"TelMate Inmate Calling",Morgan,256-351-4822,"County - medium",http://www.morgancountysheriffsoffice.com/,300,"119 Lee St Northeast, Decatur, AL 35601"
"7th Ave &amp; 6th St, Ashville, AL 35953",Adult,Alabama,N/A,205-594-4152,GTL,"St. Clair",205-594-4292,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"7th Ave &amp; 6th St, Ashville, AL 35953"
"201 East Louisville Ave, Atmore, AL 36504",Adult,Alabama,atmore_police@yahoo.com,251-368-9141,GTL,Escambia,251-368-0847,"City Jail - Medium",http://www.cityofatmore.com/content.asp?id=138666,0,"201 East Louisville Ave, Atmore, AL 36504"
"109 North Taylor St, Autaugaville, AL 36003",Adult,Alabama,N/A,334-365-9335,GTL,Autauga,334-365-1926,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"109 North Taylor St, Autaugaville, AL 36003"
"PO Box 244023, Montgomery, AL 36124-4023",Adult,Alabama,N/A,334-244-3424,GTL,Montgomery,N/A,"Police Station - Medium",http://www.aum.edu/about-aum/public-safety,0,"PO Box 244023, Montgomery, AL 36124-4023"
"1896 Alabama Hwy 131, Baker Hill, AL 36027",Adult,Alabama,N/A,334-616-0062,GTL,Barbour,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"1896 Alabama Hwy 131, Baker Hill, AL 36027"
"8725 Delcambre St, Bayou La Batre, AL 36509",Adult,Alabama,N/A,251-824-2757,GTL,Mobile,251-824-2935,"City Jail - Medium",http://www.visitbayoulabatre.com/cityservices.html,0,"8725 Delcambre St, Bayou La Batre, AL 36509"
"PO Box 173, Bear Creek, AL 35543",Adult,Alabama,N/A,205-486-4707,GTL,Marion,205-486-5996,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"PO Box 173, Bear Creek, AL 35543"
