"Brand Organization Email Extension","Tenant Organization Email Extension","Brand Location Number","Tenant Location Number",Name,Phone,Email,Website,"Address Line one","Address Line Two",Latitude,Longitude,"Zip Code",Country,State,County,"Municipality - Place",Notes
britishlegion.org.uk,,,,"Amesbury RBL",,,,"Lyndhurst Rd, Amesbury, Salisbury SP4 7PE, United Kingdom",,51.169051,-1.7686755,SP4,"United Kingdom",,Wiltshire,Salisbury,"Amesbury Branch meets at The Boscombe Down Recreation Club, Lyndhurst Road, Amesbury SP4 7PE."
britishlegion.org.uk,,,,"Andover RBL",,,,"4 Western Rd, Andover SP10 2JG, UK",,51.2067666,-1.4847948,"SP10 2JG","United Kingdom",,Hampshire,Andover,"We meet every month on the first Monday of the month, the meeting starts at 19:30 hours at The Royal British Legion Club, 4 Western Road.(entrance via Osborne Road)"
britishlegion.org.uk,,,,"Arnold RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Ashburton RBL",,,,,,,,,"United Kingdom",,,,"Branch meets at 7.30pm on the first Monday of every month at The Royal British Legion Hut in Blogishay Lane, Ashburton."
britishlegion.org.uk,,,,"Ashton Under Lyne RBL",,,,,,,,,"United Kingdom",,,,"Ashton under Lyne Branch meets on the 3rd Tuesday of every month at The Broadoak Hotel, Ashton-under-Lyne, commencing at 7:00pm."
britishlegion.org.uk,,,,"Atherton RBL Branch",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Austin RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,Alton,,,,"Anstey Park/Anstey Rd, Alton GU34 2RL, UK",,51.1587475,-0.964694,"GU34 2RL","United Kingdom",,Hampshire,Alton,"Branch meets on Second Tuesday of the Month at Alton RBL Club."
britishlegion.org.uk,,,,Ammanford,,,,,,,,,"United Kingdom",,,,"Branch meets at 19:00hrs on the third Monday of every month at the Ammanford Social Club (The Pick) in Wind Street, Ammanford"
britishlegion.org.uk,,,,"Arley RBL",,,,"Ansley Ln, Old Arley, Arley, Coventry CV7 8FU, United Kingdom",,52.5204521,-1.5752351,CV7,"United Kingdom",,Warwickshire,Coventry,"Arley Branch meets at 11:00 am on the 1st Sunday of each month, except January, August and November, at the Wagon Load of Lime, Ansley Lane Arley Coventry Warwickshire CV7 8PU."
britishlegion.org.uk,,,,"Arundel & District RBL",,,,,,,,,"United Kingdom",,,,"Branch members meet at 7 p.m. every three months at The Norfolk Centre."
britishlegion.org.uk,,,,"Ashby De La Zouch RBL",,,,"1 Wilfred Pl, Ashby-de-la-Zouch LE65 2GW, United Kingdom",,52.7444417,-1.4751057,"LE65 2GW","United Kingdom",,Leicestershire,Ashby-de-la-Zouch,"Ashby de la Zouch & District Branch meets at 7:30 pm first Tuesday of months: Feb, Apr, Jun, Sep, Oct (AGM) & Dec  at the Ivanhoe Social Club, 1 Wilfred Place, Ashby de la Zouch, NW Leicestershire, LE65 2GW."
britishlegion.org.uk,,,,"Ashwell & District RBL",,,,,,,,,"United Kingdom",,,,"Ashwell & District Branch Committee meet at regular intervals throughout the year to arrange dates and events. Please check our notice board in the village (Just along from Days Bakery) for details."
britishlegion.org.uk,,,,"Attleborough RBL",,,,,,,,,"United Kingdom",,,,"Attleborough Branch meets every other month on the second Wednesday at 1900hrs in The London Tavern, Attleborough."
britishlegion.org.uk,,,,"Axminster RBL",,,,,,,,,"United Kingdom",,,,"Branch meets at 1915 every 4TH Thursday of each month (except August and December) at the Axminster Conservative Club, Silver Street, Axminster, EX13 5AE"
britishlegion.org.uk,,,,"Aylesbury RBL",,,,"31-37 High St, Aylesbury HP20 1SH, UK",,51.8171874,-0.8118749,"HP20 1SH","United Kingdom",,Buckinghamshire,Aylesbury,"Aylesbury Branch meets at 19:30 every fourth Wednesday of the month at The Rivets Sports and Social Club, Aylesbury, Whitehead Way, HP21 8AD."
britishlegion.org.uk,,,,Ballymoney,,,,"11 Townhead St, Ballymoney BT53 6BE, UK",,55.0719337,-6.5186572,"BT53 6BE","United Kingdom",,"Causeway Coast and Glens",Ballymoney,"Ballymoney Branch meets at 8pm every third Tuesday at the Legion Clubrooms in Ballymoney."
britishlegion.org.uk,,,,"Banbury RBL",,,,"High St, Banbury, Deddington, Banbury OX15 0SJ, UK",,51.981285,-1.3231999,"OX15 0SJ","United Kingdom",,Oxfordshire,Banbury,
britishlegion.org.uk,,,,"Banstead & District RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Barking RBL",,,,,,,,,"United Kingdom",,,,"Branch meets at 19.30 every 1st Monday of the month at the Curzon Community Centre, Bastable Avenue in Barking Essex."
britishlegion.org.uk,,,,"Barley Barkway",,,,,,,,,"United Kingdom",,,,"Branch meets approx. 4/5 times per year in Barley Townhouse."
britishlegion.org.uk,,,,"Barnstaple RBL",,,,,,,,,"United Kingdom",,,,"Barnstaple meets at 7.30 every third Thursday of every month at the the Barnstaple Social Club in St. George's Road, Barnstaple."
britishlegion.org.uk,,,,"Bartestree Sub Branch RBL",,,,,,,,,"United Kingdom",,,,"Bartestree and District Branch meets every three months at the Cross Keys Inn in Withington."
britishlegion.org.uk,,,,"Ballymena RBL",,,,"60 Main St, Cullybackey, Ballymena BT42 1BW, UK",,54.8879939,-6.3525169,"BT42 1BW","United Kingdom",,"Mid and East Antrim",Ballymena,"Ballymena Branch meets on the first Tuesday of January, March, May, September, October and December at 2000 hours in The Services Club Ballymena"
britishlegion.org.uk,,,,"Bampton RBL",,,,,,,,,"United Kingdom",,,,"Bampton Branch meet in our new home The Romany Inn Bampton. OUr AGM is in Dec of each year. Information and contact details can be obtained from the landlord who has direct access to the branch officers."
britishlegion.org.uk,,,,"Bangor RBL",,,,"41 Hamilton Rd, Bangor BT20 4LF, UK",,54.6609596,-5.6638954,"BT20 4LF","United Kingdom",,"Ards and North Down",Bangor,"Branch meets at 7.00pm every 2nd Monday in the Earl Haig Memorial Hall  41 Hamilton Road Bangor"
britishlegion.org.uk,,,,Banwell,,,,,,,,,"United Kingdom",,,,"Branch meets at 1930 on the third Thursday of the month except April, July, August and December."
britishlegion.org.uk,,,,"Barkingside RBL",,,,,,,,,"United Kingdom",,,,"Branch meets at 8PM every Two Months at the St Peter’s Church Hall in Aldborogh Hatch."
britishlegion.org.uk,,,,"Barnoldswick & District RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Barry RBL Branch",,,,,,,,,"United Kingdom",,,,"Branch meets at The Three Horseshoes St Athan every first Tuesday of each month"
britishlegion.org.uk,,,,"Barton under Needwood RBL",,,,"Efflinch La, Burton-on-Trent DE13 8BB, United Kingdom",,52.7619331,-1.7147895,"DE13 8BB","United Kingdom",,Staffordshire,Burton-on-Trent,"Our branch meets at Holland Sports Club, Potters Way, off Efflinch Lane, Barton under Needwood DE13 8BB quarterly on the second Tuesday (January, April, July, October (AGM)). We also have a Christmas event in December."
britishlegion.org.uk,,,,"Baschurch RBL",,,,,,,,,"United Kingdom",,,,"The Baschurch, Bomere Heath and District Branch meets at 19.00 every third Tuesday of each month at The New Inn, Baschurch."
britishlegion.org.uk,,,,"Beaconsfield RBL",,,,"Candlemas La, Candlemas Ln, Beaconsfield HP9 1AE, UK",,51.6067782,-0.6386671,"HP9 1AE","United Kingdom",,Buckinghamshire,Beaconsfield,"Beaconsfield Branch meets at 8pm on the first Monday of each month (except for Bank Holidays) in our Club at 55 Candlemas Lane, Beaconsfield. Please come along and meet us if you'd like to join or call in to the Club during opening hours.  Alternatively join online from our Buckinghamshire county website."
britishlegion.org.uk,,,,"Becontree and Chadwell Heath District",,,,,,,,,"United Kingdom",,,,"Women's Section meets 2pm every Wednesday."
britishlegion.org.uk,,,,Beer,,,,,,,,,"United Kingdom",,,,"Branch meets at 19:00 the 2nd Monday each Month at the Congregational Hall in Beer"
britishlegion.org.uk,,,,"Benson & Ewelme RBL",,,,,,,,,"United Kingdom",,,,"Branch meets at 8pm every second month (Jan, Mar, May, Jul, Sep and Nov)  at the Millstream Centre in Benson."
britishlegion.org.uk,,,,"Bere Alston RBL",,,,"Station Rd, Bere Alston, Yelverton PL20 7EJ, United Kingdom",,50.4808031,-4.1919543,"PL20 7EJ","United Kingdom",,Devon,Yelverton,"Branch meets at the Victoria Social Club, Station Road, Bere Alston, PL20 7EJ the 1st Monday of February, April, June, August, October & December"
britishlegion.org.uk,,,,"Bexleyheath and Welling RBL",,,http://www.bexleyheathandwellingrbl.co.uk,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Billericay RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,Basingstoke,,,,"15 New Rd, Basingstoke RG21 7PR, UK",,51.2644536,-1.0841695,"RG21 7PR","United Kingdom",,Hampshire,Basingstoke,"The Basingstoke & Overton Branch usually meets at 19.30 on the third Tuesday of each month at the Labour Club in Sandys Road, Basingstoke. Occasionally, that may change.  Forthcoming meeting dates are published on our news page"
britishlegion.org.uk,,,,"Beccles RBL",,,,"25 Smallgate, Beccles NR34 9AD, UK",,52.4583806,1.5640444,"NR34 9AD","United Kingdom",,Suffolk,Beccles,"Beccles Branch normally meets at 10.00 on the last Saturday of every month at the Town Hall in Beccles."
britishlegion.org.uk,,,,"Bedfont RBL",,,,,,,,,"United Kingdom",,,,"Bedfont & Hatton Branch meets every monthly at the RBL Club in New Road, Bedfont."
britishlegion.org.uk,,,,"Bedford & District RBL",,,,"60 Roff Ave, Bedford MK41 7TW, United Kingdom",,52.1423905,-0.4735859,"MK41 7TW","United Kingdom",,Bedford,Bedford,"Bedford and District Branch meets at 7.30 p.m on the second Tuesday of the months of January, April, July, and September at the North End Club, Roff Avenue, Bedford MK41 7TW."
britishlegion.org.uk,,,,"Belle Vue RBL",,,,,,,,,"United Kingdom",,,,"Belle Vue Branch meets at 8pm on the last Tuesday of the month at the Frankie’s Belle Vue Social Club in Belle Vue."
britishlegion.org.uk,,,,"Bentley With Arksey RBL",,,,,,,,,"United Kingdom",,,,"Bentley with Arksey Branch meets on the first Wednesday of each month at the Bentley West End Club just off Bentley road Bentley (Map) at 7.30pm."
britishlegion.org.uk,,,,"Berkhamsted RBL",,,,"Farriers Hall, 182 High St, Berkhamsted HP4 3AP, UK",,51.7606317,-0.5642546,"HP4 3AP","United Kingdom",,Hertfordshire,Berkhamsted,
britishlegion.org.uk,,,,Bicester,,,,,,,,,"United Kingdom",,,,"Bicester and District Branch meets at 7.30pm on the third Thursday of alternate months (except August and December) at the Littlebury Hotel in Bicester."
britishlegion.org.uk,,,,"Billingham RBL Branch",,,,,,,,,"United Kingdom",,,,"Billingham Branch meets at 1400 on the first Wednesday of every month in The Old Billingham Community Centre, East Avenue, Billingham. There is car parking adjacent to the centre."
britishlegion.org.uk,,,,Bilston,,,,,,,,,"United Kingdom",,,,"The Bilston Branch meets at 7.30pm every 4th Tuesday of the month at Bilston Sports and Social Club, Wellington"
britishlegion.org.uk,,,,"Bishops Stortford RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Blackheath RBL",,,,,,,,,"United Kingdom",,,,"Branch meets at 8.00pm every second Tuesday of the Month at the Sir Robert Peel Public House in Rowley Regis."
britishlegion.org.uk,,,,"Blaina RBL",,,,,,,,,"United Kingdom",,,,"Branch meets at 19:00 every first Monday of the month at the Cons High Street, Blaina"
britishlegion.org.uk,,,,"Bloxham and District",,,,,,,,,"United Kingdom",,,,"The Bloxham and District Branch meets at 11am every 2nd Sunday of the month at the Elephant & Castle pub in Bloxham"
britishlegion.org.uk,,,,"Bodicote RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Bordon RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Billingshurst RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Bishop Auckland RBL",,,,"West Mills Playing Fields, Bridge Rd, Bishop Auckland DL14 7PA, UK",,54.6629613,-1.6894651,"DL14 7PA","United Kingdom",,"County Durham","Bishop Auckland","Branch meets at 1330hrs every 3rd Wednesday of the month at the Cockton Hill Working Mans Club in Bishop Auckland."
britishlegion.org.uk,,,,Bisley,,,,,,,,,"United Kingdom",,,,"The Branch meets quarterly, in March, June, September and December at the Knaphill"
britishlegion.org.uk,,,,"Blackwood and District RBL",,,,"93-95 Cefn Fforest Ave, Blackwood NP12 3JX, United Kingdom",,51.6722968,-3.2119282,"NP12 3JX","United Kingdom",,"Caerphilly County Borough",Blackwood,"Blackwood & District Branch meets at 7.30pm on the fourth Wednesday of every month at Cefn Fforest Central club 93-95 Cefn Fforest avenue Blackwood Np12 3JX"
britishlegion.org.uk,,,,"Blandford RBL",,,,,,,,,"United Kingdom",,,,"Blandford and District Branch Committee meets at 7.30pm every second Wednesday of the month at The Royal British Legion in Blandford."
britishlegion.org.uk,,,,Blyth,,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Bodmin RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Borth RBL Branch",,,http://www.borthcommunity.info/index.php?option=com_content&view=article&id=28%3Athe-royal-british-legion&Itemid=26&lang=en,,,,,,"United Kingdom",,,,"Welfare Committee: [Branch officers, Mrs R. Ricketts (vice-chairman), Miss Joy Cook (secretary), Mrs Ellis-Clark] meets in early  December, the Events Planning Committee: [branch officers and Mrs Rosa Davies (secretary), Mr J. Toler, Mr W.G.D. Powell, Mrs A.L.F Sharples] twice a year, the Catering Committee: [branch officers, Mrs M. Griffiths (Catering Manager), Mrs F. Darby, Miss J. Cook, Mrs Ellis Clark, Mrs P. Pearson] meets as required. Deputy Standard Bearer: The Chairperson"
britishlegion.org.uk,,,,"Boston & District RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Boxted RBL",,,,,,,,,"United Kingdom",,,,"Boxted Branch Committee meets at 7pm on the first Thursday of every month at the club house in Boxted."
britishlegion.org.uk,,,,"Bracknell RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Brampton RBL",,,,"80 Mary St, Brampton, ON L6W 2R3, Canada",,43.6862827,-79.7514658,"L6W 2R3","United Kingdom",,"Regional Municipality of Peel",,
britishlegion.org.uk,,,,Bransty,,,,,,,,"CA28 6HB","United Kingdom",,,,"Branch meets at 7pm every month at the Ivy Club, Bransty Row, Whitehaven CA28 6HB"
britishlegion.org.uk,,,,"Bredon RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Bridgend RBL",,,,"Pyle Rd, Pyle, Bridgend CF33 6AE, UK",,51.5266668,-3.6931191,"CF33 6AE","United Kingdom",,"Bridgend County Borough",Bridgend,"Bridgend Branch meets at 1900hrs every 1st Tuesday of the month at the United Services Club in Bridgend, Mid Glamorgan CF31 4JA."
britishlegion.org.uk,,,,"Brighstone and District RBL",,,,,,,,,"United Kingdom",,,,"Brighstone and District Branch meets bimonthly at 2.00pm at the Wilberforce Hall in Main Road, Brighstone."
britishlegion.org.uk,,,,"Bourton on the Water RBL",,,,,,,,,"United Kingdom",,,,"A small group of retired veterans meet in the hall on Monday mornings from 10am until noon (except bank holidays) - please feel free to join us for a natter - with free tea and biscuits!"
britishlegion.org.uk,,,,"Brackley RBL",,,,,,,,,"United Kingdom",,,,"Brackley & District Branch/Committee meets at 7.00 for 7.30pm on the 1st Tuesday every month. The  The next meeting is a Branch/Committee meeting on the 2nd April 2024."
britishlegion.org.uk,,,,"Bramley & District",,,,,,,,,"United Kingdom",,,,"Branch meets quarterly at 7.30pm. Next meeting is at 1:30 pm on 13th December. It is a Christmas Carolling event open to all. Cost £6 to include Tea/coffee and mince pies. Venue is Cross House adjacent to St James Church, Bramley.."
britishlegion.org.uk,,,,"Brandon RBL",,,,"97 London Rd, Brandon IP27 0EL, UK",,52.4454841,0.619687,"IP27 0EL","United Kingdom",,Suffolk,Brandon,
britishlegion.org.uk,,,,"Bratton RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Bride Valley RBL",,,,,,,,,"United Kingdom",,,,"Bride Valley Branch meets every month at The Three Horseshoes in Burton Bradstock."
britishlegion.org.uk,,,,"Bridgnorth RBL",,,,"6 Bridge St, Bridgnorth WV15 6AF, UK",,52.5338285,-2.4145115,"WV15 6AF","United Kingdom",,Shropshire,Bridgnorth,"Bridgnorth Branch meets on the third Thursday of each month at 8pm at 6 Bridge Street, Low Town, Bridgnorth WV15 6AF. Royal British Legion/All Forces Club"
britishlegion.org.uk,,,,Brixham,,,,,,,,,"United Kingdom",,,,"Brixham Branch meets at 8.00pm every 2nd Thursday of the month at the Brixham Rugby Club, Rea Barn Road, Brixham."
britishlegion.org.uk,,,,"Broadstone RBL",,,,"Tudor Rd, Broadstone, Poole, Broadstone BH18 8AW, UK",,50.7632018,-1.9929636,"BH18 8AW","United Kingdom",,Dorset,Broadstone,"Broadstone Branch meets at 7.00pm on the first Thursday of each month at the The Broadstone Royal British Legion Club, Tudor Road, Broadstone BH18 8AW."
britishlegion.org.uk,,,,"Bromley RBL",,,,"14 Station Hill, Hayes, Bromley BR2 7DJ, UK",,51.374744,0.011643,"BR2 7DJ","United Kingdom",,"Greater London",Bromley,"Bromley Branch meets 2:00pm every third Wednesday of the month at  the 33 London Road, Bromley, Kent BR1 1DG in Bromley."
britishlegion.org.uk,,,,"Buckhurst Hill RBL",,,,,,,,,"United Kingdom",,,,"Buckhurst Hill Branch meets monthly see below"
britishlegion.org.uk,,,,"Bulwell Branch",,,,"40 Bestwood Rd, Nottingham NG6 8UA, UK",,53.0066081,-1.1889129,"NG6 8UA","United Kingdom",,Nottingham,Nottingham,"Bulwell Branch meets at The Sports and Social Club (Railway  Club) 40 Bestwood Road Bulwell NG6 8UA."
britishlegion.org.uk,,,,"Buntingford RBL",,,,"The Crown, 17 High St, Buntingford SG9 9AB, UK",,51.9459659,-0.0186873,"SG9 9AB","United Kingdom",,Hertfordshire,Buntingford,"Buntingford Branch meets on the second Wednesday every 3 months (January, April, July and October) at The Crown public house on Market Hill, 17 High Street, Buntingford SG9 9AB at 8pm (20.00)."
britishlegion.org.uk,,,,"Burbage and Easton Royal",,,,"58 Eastcourt Rd, Burbage, Marlborough SN8 3AJ, UK",,51.3490499,-1.6658017,"SN8 3AJ","United Kingdom",,Wiltshire,Marlborough,
britishlegion.org.uk,,,,"Burnham on Sea RBL",,,,"15 Victoria St, Burnham-on-Sea TA8 1AL, UK",,51.2376919,-2.9968716,"TA8 1AL","United Kingdom",,Somerset,Burnham-on-Sea,"Burnham-on-Sea Branch committee meets at 7.00pm on the first Tuesday of every month at their Legion HQ, 15 Victoria St, Burnham-on-Sea TA8 1AL."
britishlegion.org.uk,,,,"Burry Port & Pembrey RBL Brnch",,,,"10 Station Rd, Burry Port SA16 0LR, UK",,51.6845766,-4.2461983,"SA16 0LR","United Kingdom",,Carmarthenshire,"Burry Port","Branch meets at 7 pm every 1st Tuesday of the month at 19:00 hrs at the Burry Port & Pembrey Royal British Legion Club Burry Port."
britishlegion.org.uk,,,,Brockenhurst,,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Bromyard RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Buckley RBL",,,,,,,,,"United Kingdom",,,,"Branch meets at 1900H BI MONTHLY at the CONSERVITIVE CLUB in Liverpool Rd, BUCKLEY"
britishlegion.org.uk,,,,"Bungay RBL",,,,"Priory Ln, Bungay NR35 1DB, UK",,52.4545982,1.4371544,"NR35 1DB","United Kingdom",,Suffolk,Bungay,"Bungay Branch meets at 20:00 on the third Monday of every month at The Royal British Legion Club in Priory Lane, Bungay. Map"
britishlegion.org.uk,,,,Burbage,,,,"58 Eastcourt Rd, Burbage, Marlborough SN8 3AJ, UK",,51.3490499,-1.6658017,"SN8 3AJ","United Kingdom",,Wiltshire,Marlborough,"Branch meets at 1900 hours every third Thursday of the month at the Red Lion PH in Windsor Street, Burbage, LE10 2EF until 18/08/2022."
britishlegion.org.uk,,,,"Burghwallis RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Burnley and Padiham RBL Branch",,,,"Branch & Welfare Office, 60 Lindsay St, Burnley BB11 2SF, UK",,53.7921388,-2.2363369,"BB11 2SF","United Kingdom",,Lancashire,Burnley,
britishlegion.org.uk,,,,"Bury St Edmunds RBL",,,,,,,,,"United Kingdom",,,,"Bury St Edmunds Branch meets at 20:00 pm every 2nd Thursday of each month at the  Risbygate Sports Club, address Westley Road, BSE, IP33 3RR"
britishlegion.org.uk,,,,"Byfield and District",,,,"The Green, Byfield, Daventry NN11 6UT, United Kingdom",,52.17415,-1.2451153,"NN11 6UT","United Kingdom",,Northamptonshire,Daventry,"Byfield RBL  once met monthly, mostly on Mondays at 8 p.m. in the The Meeting Room (used to be called ""the lower annexe"") of Byfield Village Hall NN11 6UT BUT sometimes, as our District is scattered across thirteen villages, we meet elsewhere in our area. That's usually in Eydon or Chipping Warden but sometimes we'll surprise everyone and end up in Woodford Halse, or maybe Moreton Pinkney!"
britishlegion.org.uk,,,,"Callington and District",,,,,,,,,"United Kingdom",,,,"Callington & District Branch meets on the second Tuesday of every month (except August - no meeting) at 7.30pm in the Bulls Head Public House function room."
britishlegion.org.uk,,,,"Camberley RBL",,,,"TA Hall, 278 London Rd, Camberley GU15 3JP, UK",,51.3374784,-0.7556953,"GU15 3JP","United Kingdom",,Surrey,Camberley,"Camberley Branch currently meets at the TA Hall, London Road, Camberley with planned evenings from 7-10pm on Thursdays and Fridays."
britishlegion.org.uk,,,,"Carlisle & Stanwix RBL",,,,,,,,,"United Kingdom",,,,"The Carlisle and Stanwix Branch meets at 7:30pm on the Second Wednesday of the month at the Carlisle ex-Service Club, Albert Street (junction of Victoria Place).See Map"
britishlegion.org.uk,,,,"Castle Donington & District RBL Branch",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Chaddesden RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Chard RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Chatteris RBL",,,,,,,,,"United Kingdom",,,,"Chatteris Branch meets on the second Monday of every month, 7.30pm at The Working Men's Club in Chatteris."
britishlegion.org.uk,,,,"Caldicot RBL",,,,,,,,,"United Kingdom",,,,"Caldicot & District Branch meets at 7:30pm every month on the Second Tuesday, at the The Severn View Social Club in Station Road, Caldicot, Monmouthshire."
