Brand Organization Email Extension,Tenant Organization Email Extension,Brand Location Number,Tenant Location Number,Name,Phone,Email,Website,Address Line one,Address Line Two,Latitude,Longitude,Zip Code,Country,State,County,Municipality - Place,Notes
britishlegion.org.uk,,,,Aberdulais RBL,,,,,,,,SA10 8ES,United Kingdom,,,,"Aberdulais Branch meets every [month] at [time] at the Lock House, Riverside, Aberdulais SA10 8ES."
britishlegion.org.uk,,,,Accrington RBL,,,,,,,,BB5 2NJ,United Kingdom,,,,"We meet at Poplar Social Club, 142 Wellington St, Accrington BB5 2NJ on the last Sunday of every month at 12:30pm."
britishlegion.org.uk,,,,Acle & District,,,,,,,,,United Kingdom,,,,Branch meets at 1900hrs every first Wednesday of the month.
britishlegion.org.uk,,,,Aldbury RBL,,,,,,,,HP23 5RT,United Kingdom,,,,"Aldbury Branch normally meets on the last Friday of each month at the Greyhound Inn Aldbury HP23 5RT - but the Secretary or one of the Committee can be found there most afternoons in the public bar so introduce yourself and make contact, all are welcome or contact our Secretary directly at astephenson.britishlegion@gmail.com"
britishlegion.org.uk,,,,Aldridge RBL,,,,,,,,WS9 8LY,United Kingdom,,,,"Aldridge Branch meets at 7.30pm on the fourth Monday of every month at The Turtles Head, 14 Croft Parade Aldridge WS9 8LY"
britishlegion.org.uk,,,,Alrewas RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Alsager RBL,,,,,,,,,United Kingdom,,,,"Alsager Branch meets on the first Sunday of each month at Alsager Social Club, Longview Avenue, Alsager. Meetings start at 10.45 a.m. Membership is open to everyone. If you have an interest in the objectives of the Legion and want to help and support for those who have served and their families, come and join us. We welcome men and women of all ages, whether they have served in the Armed Forces or not."
britishlegion.org.uk,,,,Amesbury RBL,,,,,,,,SP4 7PE,United Kingdom,,,,"Amesbury Branch meets at The Boscombe Down Recreation Club, Lyndhurst Road, Amesbury SP4 7PE."
britishlegion.org.uk,,,,Andover RBL,,,,,,,,,United Kingdom,,,,"We meet every month on the first Monday of the month, the meeting starts at 19:30 hours at The Royal British Legion Club, 4 Western Road.(entrance via Osborne Road)"
britishlegion.org.uk,,,,Arnold RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Ashburton RBL,,,,,,,,,United Kingdom,,,,"Branch meets at 7.30pm on the first Monday of every month at The Royal British Legion Hut in Blogishay Lane, Ashburton."
britishlegion.org.uk,,,,Ashton Under Lyne RBL,,,,,,,,,United Kingdom,,,,"Ashton under Lyne Branch meets on the 3rd Tuesday of every month at The Broadoak Hotel, Ashton-under-Lyne, commencing at 7:00pm."
britishlegion.org.uk,,,,Atherton RBL Branch,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Austin RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Alton,,,,,,,,,United Kingdom,,,,Branch meets on Second Tuesday of the Month at Alton RBL Club.
britishlegion.org.uk,,,,Ammanford,,,,,,,,,United Kingdom,,,,"Branch meets at 19:00hrs on the third Monday of every month at the Ammanford Social Club (The Pick) in Wind Street, Ammanford"
britishlegion.org.uk,,,,Arley RBL,,,,,,,,CV7 8PU,United Kingdom,,,,"Arley Branch meets at 11:00 am on the 1st Sunday of each month, except January, August and November, at the Wagon Load of Lime, Ansley Lane Arley Coventry Warwickshire CV7 8PU."
britishlegion.org.uk,,,,Arundel & District RBL,,,,,,,,,United Kingdom,,,,Branch members meet at 7 p.m. every three months at The Norfolk Centre.
britishlegion.org.uk,,,,Ashby De La Zouch RBL,,,,,,,,LE65 2GW,United Kingdom,,,,"Ashby de la Zouch & District Branch meets at 7:30 pm first Tuesday of months: Feb, Apr, Jun, Sep, Oct (AGM) & Dec  at the Ivanhoe Social Club, 1 Wilfred Place, Ashby de la Zouch, NW Leicestershire, LE65 2GW."
britishlegion.org.uk,,,,Ashwell & District RBL,,,,,,,,,United Kingdom,,,,Ashwell & District Branch Committee meet at regular intervals throughout the year to arrange dates and events. Please check our notice board in the village (Just along from Days Bakery) for details.
britishlegion.org.uk,,,,Attleborough RBL,,,,,,,,,United Kingdom,,,,"Attleborough Branch meets every other month on the second Wednesday at 1900hrs in The London Tavern, Attleborough."
britishlegion.org.uk,,,,Axminster RBL,,,,,,,,,United Kingdom,,,,"Branch meets at 1915 every 4TH Thursday of each month (except August and December) at the Axminster Conservative Club, Silver Street, Axminster, EX13 5AE"
britishlegion.org.uk,,,,Aylesbury RBL,,,,,,,,HP21 8AD,United Kingdom,,,,"Aylesbury Branch meets at 19:30 every fourth Wednesday of the month at The Rivets Sports and Social Club, Aylesbury, Whitehead Way, HP21 8AD."
britishlegion.org.uk,,,,Ballymoney,,,,,,,,,United Kingdom,,,,Ballymoney Branch meets at 8pm every third Tuesday at the Legion Clubrooms in Ballymoney.
britishlegion.org.uk,,,,Banbury RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Banstead & District RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Barking RBL,,,,,,,,,United Kingdom,,,,"Branch meets at 19.30 every 1st Monday of the month at the Curzon Community Centre, Bastable Avenue in Barking Essex."
britishlegion.org.uk,,,,Barley Barkway,,,,,,,,,United Kingdom,,,,Branch meets approx. 4/5 times per year in Barley Townhouse.
britishlegion.org.uk,,,,Barnstaple RBL,,,,,,,,,United Kingdom,,,,"Barnstaple meets at 7.30 every third Thursday of every month at the the Barnstaple Social Club in St. George's Road, Barnstaple."
britishlegion.org.uk,,,,Bartestree Sub Branch RBL,,,,,,,,,United Kingdom,,,,Bartestree and District Branch meets every three months at the Cross Keys Inn in Withington.
britishlegion.org.uk,,,,Ballymena RBL,,,,,,,,,United Kingdom,,,,"Ballymena Branch meets on the first Tuesday of January, March, May, September, October and December at 2000 hours in The Services Club Ballymena"
britishlegion.org.uk,,,,Bampton RBL,,,,,,,,,United Kingdom,,,,Bampton Branch meet in our new home The Romany Inn Bampton. OUr AGM is in Dec of each year. Information and contact details can be obtained from the landlord who has direct access to the branch officers.
britishlegion.org.uk,,,,Bangor RBL,,,,,,,,,United Kingdom,,,,Branch meets at 7.00pm every 2nd Monday in the Earl Haig Memorial Hall  41 Hamilton Road Bangor
britishlegion.org.uk,,,,Banwell,,,,,,,,,United Kingdom,,,,"Branch meets at 1930 on the third Thursday of the month except April, July, August and December."
britishlegion.org.uk,,,,Barkingside RBL,,,,,,,,,United Kingdom,,,,Branch meets at 8PM every Two Months at the St Peter’s Church Hall in Aldborogh Hatch.
britishlegion.org.uk,,,,Barnoldswick & District RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Barry RBL Branch,,,,,,,,,United Kingdom,,,,Branch meets at The Three Horseshoes St Athan every first Tuesday of each month
britishlegion.org.uk,,,,Barton under Needwood RBL,,,,,,,,DE13 8BB,United Kingdom,,,,"Our branch meets at Holland Sports Club, Potters Way, off Efflinch Lane, Barton under Needwood DE13 8BB quarterly on the second Tuesday (January, April, July, October (AGM)). We also have a Christmas event in December."
britishlegion.org.uk,,,,Baschurch RBL,,,,,,,,,United Kingdom,,,,"The Baschurch, Bomere Heath and District Branch meets at 19.00 every third Tuesday of each month at The New Inn, Baschurch."
britishlegion.org.uk,,,,Beaconsfield RBL,,,,,,,,,United Kingdom,,,,"Beaconsfield Branch meets at 8pm on the first Monday of each month (except for Bank Holidays) in our Club at 55 Candlemas Lane, Beaconsfield. Please come along and meet us if you'd like to join or call in to the Club during opening hours.  Alternatively join online from our Buckinghamshire county website."
britishlegion.org.uk,,,,Becontree and Chadwell Heath District,,,,,,,,,United Kingdom,,,,Women's Section meets 2pm every Wednesday.
britishlegion.org.uk,,,,Beer,,,,,,,,,United Kingdom,,,,Branch meets at 19:00 the 2nd Monday each Month at the Congregational Hall in Beer
britishlegion.org.uk,,,,Benson & Ewelme RBL,,,,,,,,,United Kingdom,,,,"Branch meets at 8pm every second month (Jan, Mar, May, Jul, Sep and Nov)  at the Millstream Centre in Benson."
britishlegion.org.uk,,,,Bere Alston RBL,,,,,,,,PL20 7EJ,United Kingdom,,,,"Branch meets at the Victoria Social Club, Station Road, Bere Alston, PL20 7EJ the 1st Monday of February, April, June, August, October & December"
britishlegion.org.uk,,,,Bexleyheath and Welling RBL,,,http://www.bexleyheathandwellingrbl.co.uk,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Billericay RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Basingstoke,,,,,,,,,United Kingdom,,,,"The Basingstoke & Overton Branch usually meets at 19.30 on the third Tuesday of each month at the Labour Club in Sandys Road, Basingstoke. Occasionally, that may change.  Forthcoming meeting dates are published on our news page"
britishlegion.org.uk,,,,Beccles RBL,,,,,,,,,United Kingdom,,,,Beccles Branch normally meets at 10.00 on the last Saturday of every month at the Town Hall in Beccles.
britishlegion.org.uk,,,,Bedfont RBL,,,,,,,,,United Kingdom,,,,"Bedfont & Hatton Branch meets every monthly at the RBL Club in New Road, Bedfont."
britishlegion.org.uk,,,,Bedford & District RBL,,,,,,,,MK41 7TW,United Kingdom,,,,"Bedford and District Branch meets at 7.30 p.m on the second Tuesday of the months of January, April, July, and September at the North End Club, Roff Avenue, Bedford MK41 7TW."
britishlegion.org.uk,,,,Belle Vue RBL,,,,,,,,,United Kingdom,,,,Belle Vue Branch meets at 8pm on the last Tuesday of the month at the Frankie’s Belle Vue Social Club in Belle Vue.
britishlegion.org.uk,,,,Bentley With Arksey RBL,,,,,,,,,United Kingdom,,,,Bentley with Arksey Branch meets on the first Wednesday of each month at the Bentley West End Club just off Bentley road Bentley (Map) at 7.30pm.
britishlegion.org.uk,,,,Berkhamsted RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Bicester,,,,,,,,,United Kingdom,,,,Bicester and District Branch meets at 7.30pm on the third Thursday of alternate months (except August and December) at the Littlebury Hotel in Bicester.
britishlegion.org.uk,,,,Billingham RBL Branch,,,,,,,,,United Kingdom,,,,"Billingham Branch meets at 1400 on the first Wednesday of every month in The Old Billingham Community Centre, East Avenue, Billingham. There is car parking adjacent to the centre."
britishlegion.org.uk,,,,Bilston,,,,,,,,,United Kingdom,,,,"The Bilston Branch meets at 7.30pm every 4th Tuesday of the month at Bilston Sports and Social Club, Wellington"
britishlegion.org.uk,,,,Bishops Stortford RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Blackheath RBL,,,,,,,,,United Kingdom,,,,Branch meets at 8.00pm every second Tuesday of the Month at the Sir Robert Peel Public House in Rowley Regis.
britishlegion.org.uk,,,,Blaina RBL,,,,,,,,,United Kingdom,,,,"Branch meets at 19:00 every first Monday of the month at the Cons High Street, Blaina"
britishlegion.org.uk,,,,Bloxham and District,,,,,,,,,United Kingdom,,,,The Bloxham and District Branch meets at 11am every 2nd Sunday of the month at the Elephant & Castle pub in Bloxham
britishlegion.org.uk,,,,Bodicote RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Bordon RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Billingshurst RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Bishop Auckland RBL,,,,,,,,,United Kingdom,,,,Branch meets at 1330hrs every 3rd Wednesday of the month at the Cockton Hill Working Mans Club in Bishop Auckland.
britishlegion.org.uk,,,,Bisley,,,,,,,,,United Kingdom,,,,"The Branch meets quarterly, in March, June, September and December at the Knaphill"
britishlegion.org.uk,,,,Blackwood and District RBL,,,,,,,,Np12 3JX,United Kingdom,,,,Blackwood & District Branch meets at 7.30pm on the fourth Wednesday of every month at Cefn Fforest Central club 93-95 Cefn Fforest avenue Blackwood Np12 3JX
britishlegion.org.uk,,,,Blandford RBL,,,,,,,,,United Kingdom,,,,Blandford and District Branch Committee meets at 7.30pm every second Wednesday of the month at The Royal British Legion in Blandford.
britishlegion.org.uk,,,,Blyth,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Bodmin RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Borth RBL Branch,,,http://www.borthcommunity.info/index.php?option=com_content&view=article&id=28%3Athe-royal-british-legion&Itemid=26&lang=en,,,,,,United Kingdom,,,,"Welfare Committee: [Branch officers, Mrs R. Ricketts (vice-chairman), Miss Joy Cook (secretary), Mrs Ellis-Clark] meets in early  December, the Events Planning Committee: [branch officers and Mrs Rosa Davies (secretary), Mr J. Toler, Mr W.G.D. Powell, Mrs A.L.F Sharples] twice a year, the Catering Committee: [branch officers, Mrs M. Griffiths (Catering Manager), Mrs F. Darby, Miss J. Cook, Mrs Ellis Clark, Mrs P. Pearson] meets as required. Deputy Standard Bearer: The Chairperson"
britishlegion.org.uk,,,,Boston & District RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Boxted RBL,,,,,,,,,United Kingdom,,,,Boxted Branch Committee meets at 7pm on the first Thursday of every month at the club house in Boxted.
britishlegion.org.uk,,,,Bracknell RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Brampton RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Bransty,,,,,,,,CA28 6HB,United Kingdom,,,,"Branch meets at 7pm every month at the Ivy Club, Bransty Row, Whitehaven CA28 6HB"
britishlegion.org.uk,,,,Bredon RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Bridgend RBL,,,,,,,,,United Kingdom,,,,"Bridgend Branch meets at 1900hrs every 1st Tuesday of the month at the United Services Club in Bridgend, Mid Glamorgan CF31 4JA."
britishlegion.org.uk,,,,Brighstone and District RBL,,,,,,,,,United Kingdom,,,,"Brighstone and District Branch meets bimonthly at 2.00pm at the Wilberforce Hall in Main Road, Brighstone."
britishlegion.org.uk,,,,Bourton on the Water RBL,,,,,,,,,United Kingdom,,,,A small group of retired veterans meet in the hall on Monday mornings from 10am until noon (except bank holidays) - please feel free to join us for a natter - with free tea and biscuits!
britishlegion.org.uk,,,,Brackley RBL,,,,,,,,,United Kingdom,,,,Brackley & District Branch/Committee meets at 7.00 for 7.30pm on the 1st Tuesday every month. The  The next meeting is a Branch/Committee meeting on the 2nd April 2024.
britishlegion.org.uk,,,,Bramley & District,,,,,,,,,United Kingdom,,,,"Branch meets quarterly at 7.30pm. Next meeting is at 1:30 pm on 13th December. It is a Christmas Carolling event open to all. Cost £6 to include Tea/coffee and mince pies. Venue is Cross House adjacent to St James Church, Bramley.."
britishlegion.org.uk,,,,Brandon RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Bratton RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Bride Valley RBL,,,,,,,,,United Kingdom,,,,Bride Valley Branch meets every month at The Three Horseshoes in Burton Bradstock.
britishlegion.org.uk,,,,Bridgnorth RBL,,,,,,,,WV15 6AF,United Kingdom,,,,"Bridgnorth Branch meets on the third Thursday of each month at 8pm at 6 Bridge Street, Low Town, Bridgnorth WV15 6AF. Royal British Legion/All Forces Club"
britishlegion.org.uk,,,,Brixham,,,,,,,,,United Kingdom,,,,"Brixham Branch meets at 8.00pm every 2nd Thursday of the month at the Brixham Rugby Club, Rea Barn Road, Brixham."
britishlegion.org.uk,,,,Broadstone RBL,,,,,,,,BH18 8AW,United Kingdom,,,,"Broadstone Branch meets at 7.00pm on the first Thursday of each month at the The Broadstone Royal British Legion Club, Tudor Road, Broadstone BH18 8AW."
britishlegion.org.uk,,,,Bromley RBL,,,,,,,,BR1 1DG,United Kingdom,,,,"Bromley Branch meets 2:00pm every third Wednesday of the month at  the 33 London Road, Bromley, Kent BR1 1DG in Bromley."
britishlegion.org.uk,,,,Buckhurst Hill RBL,,,,,,,,,United Kingdom,,,,Buckhurst Hill Branch meets monthly see below
britishlegion.org.uk,,,,Bulwell Branch,,,,,,,,NG6 8UA,United Kingdom,,,,Bulwell Branch meets at The Sports and Social Club (Railway  Club) 40 Bestwood Road Bulwell NG6 8UA.
britishlegion.org.uk,,,,Buntingford RBL,,,,,,,,SG9 9AB,United Kingdom,,,,"Buntingford Branch meets on the second Wednesday every 3 months (January, April, July and October) at The Crown public house on Market Hill, 17 High Street, Buntingford SG9 9AB at 8pm (20.00)."
britishlegion.org.uk,,,,Burbage and Easton Royal,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Burnham on Sea RBL,,,,,,,,TA8 1AL,United Kingdom,,,,"Burnham-on-Sea Branch committee meets at 7.00pm on the first Tuesday of every month at their Legion HQ, 15 Victoria St, Burnham-on-Sea TA8 1AL."
britishlegion.org.uk,,,,Burry Port & Pembrey RBL Brnch,,,,,,,,,United Kingdom,,,,Branch meets at 7 pm every 1st Tuesday of the month at 19:00 hrs at the Burry Port & Pembrey Royal British Legion Club Burry Port.
britishlegion.org.uk,,,,Brockenhurst,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Bromyard RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Buckley RBL,,,,,,,,,United Kingdom,,,,"Branch meets at 1900H BI MONTHLY at the CONSERVITIVE CLUB in Liverpool Rd, BUCKLEY"
britishlegion.org.uk,,,,Bungay RBL,,,,,,,,,United Kingdom,,,,"Bungay Branch meets at 20:00 on the third Monday of every month at The Royal British Legion Club in Priory Lane, Bungay. Map"
britishlegion.org.uk,,,,Burbage,,,,,,,,LE10 2EF,United Kingdom,,,,"Branch meets at 1900 hours every third Thursday of the month at the Red Lion PH in Windsor Street, Burbage, LE10 2EF until 18/08/2022."
britishlegion.org.uk,,,,Burghwallis RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Burnley and Padiham RBL Branch,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Bury St Edmunds RBL,,,,,,,,,United Kingdom,,,,"Bury St Edmunds Branch meets at 20:00 pm every 2nd Thursday of each month at the  Risbygate Sports Club, address Westley Road, BSE, IP33 3RR"
britishlegion.org.uk,,,,Byfield and District,,,,,,,,NN11 6UT,United Kingdom,,,,"Byfield RBL  once met monthly, mostly on Mondays at 8 p.m. in the The Meeting Room (used to be called ""the lower annexe"") of Byfield Village Hall NN11 6UT BUT sometimes, as our District is scattered across thirteen villages, we meet elsewhere in our area. That's usually in Eydon or Chipping Warden but sometimes we'll surprise everyone and end up in Woodford Halse, or maybe Moreton Pinkney!"
britishlegion.org.uk,,,,Callington and District,,,,,,,,,United Kingdom,,,,Callington & District Branch meets on the second Tuesday of every month (except August - no meeting) at 7.30pm in the Bulls Head Public House function room.
britishlegion.org.uk,,,,Camberley RBL,,,,,,,,,United Kingdom,,,,"Camberley Branch currently meets at the TA Hall, London Road, Camberley with planned evenings from 7-10pm on Thursdays and Fridays."
britishlegion.org.uk,,,,Carlisle & Stanwix RBL,,,,,,,,,United Kingdom,,,,"The Carlisle and Stanwix Branch meets at 7:30pm on the Second Wednesday of the month at the Carlisle ex-Service Club, Albert Street (junction of Victoria Place).See Map"
britishlegion.org.uk,,,,Castle Donington & District RBL Branch,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Chaddesden RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Chard RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Chatteris RBL,,,,,,,,,United Kingdom,,,,"Chatteris Branch meets on the second Monday of every month, 7.30pm at The Working Men's Club in Chatteris."
britishlegion.org.uk,,,,Caldicot RBL,,,,,,,,,United Kingdom,,,,"Caldicot & District Branch meets at 7:30pm every month on the Second Tuesday, at the The Severn View Social Club in Station Road, Caldicot, Monmouthshire."
britishlegion.org.uk,,,,Calverton RBL,,,,,,,,NG14 6JX,United Kingdom,,,,"Calverton & Woodborough Branch meets at 7pm on the second Monday of every month (except August) at the Calverton Working Men's Club in Collyer Road, Calverton NG14 6JX."
britishlegion.org.uk,,,,Camborne RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Carnmoney & Glengormley RBL Branch,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Castledawson RBL,,,,,,,,,United Kingdom,,,,"Castledawson and District Branch meets at 8pm on the second Monday of every month at the War Memorial Hall, Main Street in Castledawson."
britishlegion.org.uk,,,,Chadwell St Mary,,,,,,,,RM16 4DB,United Kingdom,,,,"The Chadwell St Mary Branch meets at the Delargy Centre, Delargy Close, Chadwell St Mary RM16 4DB on the third Thursday of ever month (except December) at 19.30 Hours - All are welcome"
britishlegion.org.uk,,,,Chatburn RBL,,,,,,,,,United Kingdom,,,,"Chatburn & District Branch doesn't have a club or focal point as it includes the villages of  Chatburn, Downham, Grindleton, Bolton by Bowland, Rimington, Sawley, Waddington and West Bradford. We meet to raise funds for the Poppy Appeal and for social events four to five times a year in various locations rotated through the villages. These include a Spring Lunch, a Cheese and Wine garden Party, an Honour Walk, a quiz and the AGM and all are well supported by friends, neighbours and family."
britishlegion.org.uk,,,,Cheam & Sutton RBL,,,,,,,,,United Kingdom,,,,Cheam & Sutton Branch and Club meets on the following days:-
britishlegion.org.uk,,,,Chelsea & Kensington RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Cheriton & Morehall RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Chippenham RBL,,,,,,,,,United Kingdom,,,,"Chippenham Branch meets on the Second Wednesday of each month at 1930 and you are welcome to join us in the upstairs function room of Wetherspoons, Chippenham. For dates and times of upcoming meetings and other events, please see the News and Events page. The Branch can be contacted via emails: chippenham.secretary@rbl.community or chippenham.web@rbl.community"
britishlegion.org.uk,,,,Chorley RBL,,,,,,,,,United Kingdom,,,,"Chorley Branch meets at 7.30pm on the third Tuesday of every  month at the Gillibrand, Collingwood Road, Chorley."
britishlegion.org.uk,,,,Church and Oswaldtwistle,,,,,,,,,United Kingdom,,,,Branch meets at 13:00hrs every Quarter at various locations in the community
britishlegion.org.uk,,,,Cinderford RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,City of Ely RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Clacton on Sea RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Cheltenham,,,,,,,,GL51 6AF,United Kingdom,,,,"The Cheltenham Branch Office located at 33 Benhall Avenue, Cheltenham GL51 6AF is open most Tuesdays and Fridays from 10.00am until 2.00pm. Members meet on second Thursday of each month (except August) at 7.30pm at the Branch Office."
britishlegion.org.uk,,,,Chinnor & Dist RBL,,,,,,,,,United Kingdom,,,,"Chinnor & District Branch meets at 8.00pm on the first  Wednesday of each month in the Crown Public House, Station  Road, Chinnor."
britishlegion.org.uk,,,,Chipping Campden RBL,,,,,,,,,United Kingdom,,,,Chipping Campden Branch meets Bi monthly on a Friday at 11.00am at The Warringtons Mickleton
britishlegion.org.uk,,,,Christchurch RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Churchfield,,,,,,,,,United Kingdom,,,,"The Churchfield Branch meets at 1200 hrs every 3rd Sunday in the Month at the Wilthorpe + Redbrook Community Centre  184 Wilthorpe Road, Barnsley S75 1JR."
britishlegion.org.uk,,,,City of Armagh Branch,,,,,,,,,United Kingdom,,,,"Both Branch and Club Committee's meet on the first Thursday of every month at 7.30pm in our Club premises  12-14 Dobbin Street, Armagh."
britishlegion.org.uk,,,,City of Lincoln RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Claines RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Clapham Beds RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Clavering,,,,,,,,,United Kingdom,,,,"Clavering, Newport & District Branch meets at 8pm every month (except August) at the The Bull pulbic house in Langley Lower Green."
britishlegion.org.uk,,,,Clevedon RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Clipstone & Forest Town RBL Branch,,,,,,,,,United Kingdom,,,,Clipstone & Forest Town Branch meets at 10.45am on the first Sunday of each month and alternate their meetings between Clipstone Social Club and  Forest Town Arena.
britishlegion.org.uk,,,,Collingham & Dist RBL,,,,,,,,,United Kingdom,,,,Collingham and District Branch next meets 17 May 2018 at Collingham Village Hall 20.00 .
britishlegion.org.uk,,,,Congleton,,,,,,,,,United Kingdom,,,,"Congleton Branch meet every second Friday except January at the All Ranks mess and Community cafe next to Morrisons Congleton, contact the Secretary for more information Gary Dolman or 07826041347"
britishlegion.org.uk,,,,Copythorne & District RBL,,,,,,,,,United Kingdom,,,,"You will meet many new friends, enjoy a range of enjoyable activities, hear from fascinating guest speakers and experience considerable camaraderie whilst providing support to the men and women of our Armed Forces who need your help."
britishlegion.org.uk,,,,Corsham RBL,,,,,,,,,United Kingdom,,,,"Corsham Branch meets the first Wednesday  of every month at The Royal British Legion Club Corsham in Newlands Road, Corsham."
britishlegion.org.uk,,,,Clapham RBL,,,,,,,,SW4 0NW,United Kingdom,,,,"Clapham Branch meets on the second Monday of  each appropriate month at 20:00 at Cheriton House, 154  Victoria Rise, London SW4 0NW."
britishlegion.org.uk,,,,Clee Hill RBL,,,,,,,,,United Kingdom,,,,Clee Hill & District Branch meets at 8.00pm on the last  Wednesday of every month at the Golden Cross in Clee Hill.
britishlegion.org.uk,,,,Clifton RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Coggeshall RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Colchester RBL,,,,,,,,,United Kingdom,,,,
